opposing team#against#date#venue#status
devon & cornwall#6#14 september 1935#rectory ground , devonport#tour match
midland counties#3#19 september 1935#highfield road , coventry#tour match
yorkshire & cumberland#3#21 september 1935#lidget green , bradford#tour match
abertillery & cross keys#6#25 september 1935#abertillery park , abertillery#tour match
swansea#11#28 september 1935#st helen 's , swansea#tour match
gloucestershire & somerset#3#3 october 1935#memorial stadium , bristol#tour match
lancashire & cheshire#8#5 october 1935#birkenhead#tour match
northumberland & durham#6#9 october 1935#gosforth#tour match
south of scotland#8#12 october 1935#mansfield park , hawick#tour match
glasgow & edinburgh#8#16 october 1935#old anniesland , glasgow#tour match
combined services#5#19 october 1935#aldershot#tour match
llanelli rfc#8#22 october 1935#stradey park , llanelli#tour match
cardiff#5#26 october 1935#arms park , cardiff#tour match
newport#5#31 october 1935#rodney parade , newport#tour match
london counties#0#2 november 1935#twickenham , london#tour match
oxford university#9#7 november 1935#iffley road , oxford#tour match
hampshire & sussex#8#9 november 1935#dean court , bournemouth#tour match
cambridge university#5#14 november 1935#grange road , cambridge#tour match
leicestershire & east midlands#3#16 november 1935#welford road , leicester#tour match
scotland#8#23 november 1935#murrayfield , edinburgh#test match
north of scotland#6#27 november 1935#linksfield stadium , aberdeen#tour match
ulster#3#30 november 1935#ravenhill , belfast#tour match
ireland#9#7 december 1935#lansdowne road , dublin#test match
mid - districts#10#12 december 1935#aberdare#tour match
neath & abevaron#3#14 december 1935#aberavon#tour match
wales#13#21 december 1935#arms park , cardiff#test match
london counties#5#26 december 1935#twickenham , london#tour match
england#13#4 january 1936#twickenham , london#test match
vancouver#0#25 january 1936#brocton point , vancouver#tour match
victoria (bc)#3#29 january 1936#macdonald park , victoria#tour match
