year#designated grand prix#track#250 cc#350 cc#500 cc#report
1948#ulster grand prix#clady#maurice cann#freddie frith#enrico lorenzetti#report
1947#swiss grand prix#bremgarten#bruno francisci#fergus anderson#omobono tenni#report
1946 - 1938#not held#not held#not held#not held#not held#not held
1937#swiss grand prix#bremgarten#omobono tenni#jimmie guthrie#jimmie guthrie#report
1936#german grand prix#sachsenring#henry tyrell - smith#freddie frith#jimmie guthrie#report
1935#ulster grand prix#clady#arthur geiß#wal handley#jimmie guthrie#report
1934#dutch tt#assen#walfried winkler#jimmie simpson#pol demeuter#report
1933#swedish grand prix#saxtorp#charlie dodson#jimmie simpson#gunnar kalén#report
1932#nations grand prix#littorio#riccardo brusi#louis jeannin#piero taruffi#report
1931#french grand prix#montlhéry#graham walker#ernie nott#percy hunt#report
1930#belgian grand prix#spa - francorchamps#syd crabtree#ernie nott#henry tyrell - smith#report
1929#spanish grand prix#granollers#frank longman#leo davenport#percy hunt#report
1928#swiss grand prix#meyrin#cecil ashby#wal handley#wal handley#report
1927#german grand prix#nürburgring#cecil ashby#jimmie simpson#graham walker#report
1926#belgian grand prix#spa - francorchamps#jock porter#frank longman#jimmie simpson#report
1925#nations grand prix#monza#jock porter#tazio nuvolari#mario revelli#report
1924#nations grand prix#monza#maurice van geert#jimmie simpson#guido mentasti#report
