date#opponent#score#loss#attendance#record
june 1#brewers#10 - 1#chacón (2 - 1)#44613#30 - 28
june 3#pirates#2 - 0#dumatrait (2 - 3)#13183#31 - 28
june 4#pirates#5 - 2#oswalt (4 - 6)#9392#31 - 29
june 5#pirates#4 - 3#backe (4 - 7)#10728#31 - 30
june 6#cardinals#6 - 1#looper (7 - 5)#38596#32 - 30
june 7#cardinals#8 - 4#chacón (2 - 2)#39811#32 - 31
june 8#cardinals#5 - 4#rodríguez (2 - 2)#39923#32 - 32
june 10#brewers#6 - 1#mcclung (3 - 3)#35058#33 - 32
june 11#brewers#10 - 6#backe (4 - 8)#33806#33 - 33
june 12#brewers#9 - 6#moehler (3 - 3)#35709#33 - 34
june 13#yankees#2 - 1#brocail (2 - 1)#43095#33 - 35
june 14#yankees#8 - 4#rodríguez (2 - 3)#43409#33 - 36
june 15#yankees#13 - 0#oswalt (5 - 7)#43165#33 - 37
june 17#orioles#6 - 5#brocail (2 - 2)#21535#33 - 38
june 18#orioles#2 - 1 (10)#valverde (4 - 2)#21112#33 - 39
june 19#orioles#7 - 5#chacón (2 - 3)#31480#33 - 40
june 20#rays#4 - 3#garza (5 - 4)#14741#34 - 40
june 21#rays#4 - 3#brocail (2 - 3)#29953#34 - 41
june 22#rays#3 - 2#kazmir (6 - 3)#19778#35 - 41
june 24#rangers#4 - 3#hurley (0 - 1)#40052#36 - 41
june 25#rangers#3 - 2#oswalt (6 - 8)#32567#36 - 42
june 26#rangers#7 - 2#millwood (5 - 4)#36506#37 - 42
june 27#red sox#6 - 1#hernández (0 - 1)#42327#37 - 43
june 28#red sox#11 - 10#delcarmen (0 - 2)#43073#38 - 43
june 29#red sox#3 - 2#aardsma (2 - 2)#42066#39 - 43
june 30#dodgers#4 - 1#stults (2 - 1)#28827#40 - 44
