week#date#opponent#result#attendance
1#september 4 , 1983#los angeles raiders#l 20 - 10#50956
2#september 11 , 1983#buffalo bills#l 10 - 6#46839
3#september 15 , 1983#cleveland browns#l 17 - 7#79700
4#september 25 , 1983#tampa bay buccaneers#w 23 - 17#56023
5#october 2 , 1983#baltimore colts#l 34 - 31#48104
6#october 10 , 1983#pittsburgh steelers#l 24 - 14#56086
7#october 16 , 1983#denver broncos#l 24 - 17#74305
8#october 23 , 1983#cleveland browns#w 28 - 21#50047
9#october 30 , 1983#green bay packers#w 34 - 14#53349
10#november 6 , 1983#houston oilers#w 55 - 14#39706
11#november 13 , 1983#kansas city chiefs#l 20 - 15#44711
12#november 20 , 1983#houston oilers#w 38 - 10#46375
13#november 28 , 1983#miami dolphins#l 38 - 14#74506
14#december 4 , 1983#pittsburgh steelers#w 23 - 10#55832
15#december 11 , 1983#detroit lions#w 17 - 9#45728
16#december 17 , 1983#minnesota vikings#l 20 - 14#51565
