rnd#date#circuit#supporting#distance#gt winning car#tc winning car
1#march 18#sebring international raceway , sebring , florida#american le mans series ( 12 hours of sebring )#mi (km) (tc) mi (km) (gt)#dodge viper#acura tsx
1#march 18#sebring international raceway , sebring , florida#american le mans series ( 12 hours of sebring )#mi (km) (tc) mi (km) (gt)#tommy archer#peter cunningham
2#april 3#streets of st petersburg , florida#indycar series (grand prix of st petersburg)#mi (km) (tc) mi (km) (gt)#dodge viper#mazda 6
2#april 3#streets of st petersburg , florida#indycar series (grand prix of st petersburg)#mi (km) (tc) mi (km) (gt)#tommy archer#randy pobst
3#april 16 april 17#road atlanta , braselton , georgia#american le mans series ( grand prix of atlanta )#mi (km) (tc) mi (km) (gt)#cadillac cts - v#acura tsx
3#april 16 april 17#road atlanta , braselton , georgia#american le mans series ( grand prix of atlanta )#mi (km) (tc) mi (km) (gt)#max papis#pierre kleinubing
4#may 22 may 21#mid - ohio sports car course , lexington , ohio#american le mans series ( grand prix of atlanta )#mi (km) (tc) mi (km) (gt)#porsche 911 cup#acura tsx
4#may 22 may 21#mid - ohio sports car course , lexington , ohio#american le mans series ( grand prix of atlanta )#mi (km) (tc) mi (km) (gt)#wolf henzler#pierre kleinubing
5#june 25 june 26#burke lakefront airport , cleveland , ohio#champ car world series ( grand prix of cleveland )#mi (km) (tc) mi (km) (gt)#porsche 911 cup#acura tsx
5#june 25 june 26#burke lakefront airport , cleveland , ohio#champ car world series ( grand prix of cleveland )#mi (km) (tc) mi (km) (gt)#robin liddell#pierre kleinubing
6#july 2#lime rock park , lakeville , connecticut#american le mans series ( new england grand prix )#mi (km) (tc) mi (km) (gt)#cadillac cts - v#bmw 325i
6#july 2#lime rock park , lakeville , connecticut#american le mans series ( new england grand prix )#mi (km) (tc) mi (km) (gt)#max angelelli#bill auberlen
7#july 17 july 16#infineon raceway , sonoma , california#american le mans series ( grand prix of sonoma )#mi (km) (tc) mi (km) (gt)#chevrolet corvette c6#bmw 325i
7#july 17 july 16#infineon raceway , sonoma , california#american le mans series ( grand prix of sonoma )#mi (km) (tc) mi (km) (gt)#lou gigliotti#bill auberlen
8#july 30 july 31#portland international raceway , portland , oregon#american le mans series ( portland grand prix )#mi (km) (tc) mi (km) (gt)#chevrolet corvette c6#mazda 6
8#july 30 july 31#portland international raceway , portland , oregon#american le mans series ( portland grand prix )#mi (km) (tc) mi (km) (gt)#dino crescentini#randy pobst
