game#date#team#score#high points#high rebounds#location attendance#record
52#february 3#new jersey#l 85 - 99 (ot)#richard jefferson (27)#dan gadzuric (9)#izod center 10102#24 - 28
53#february 7#detroit#l 121 - 126 (ot)#ramon sessions (44)#francisco elson (8)#bradley center 17297#24 - 29
54#february 9#houston#w 124 - 112 (ot)#ramon sessions (26)#charlie villanueva (8)#bradley center 13904#25 - 29
55#february 11#indiana#w 122 - 110 (ot)#richard jefferson (32)#luc mbah a moute (11)#bradley center 13486#26 - 29
56#february 17#detroit#w 92 - 86 (ot)#richard jefferson (29)#ramon sessions (9)#the palace of auburn hills 20217#27 - 29
57#february 18#chicago#l 104 - 113 (ot)#richard jefferson (32)#charlie villanueva (12)#bradley center 15309#27 - 30
58#february 20#cleveland#l 103 - 111 (ot)#charlie villanueva (26)#charlie villanueva (13)#bradley center 18076#27 - 31
59#february 22#denver#w 120 - 117 (ot)#charlie villanueva (36)#francisco elson (7)#bradley center 14891#28 - 31
60#february 25#dallas#l 96 - 116 (ot)#charlie villanueva (25)#charlie villanueva (7)#american airlines center 19558#28 - 32
61#february 27#new orleans#l 94 - 95 (ot)#richard jefferson (22)#charlie villanueva (7)#new orleans arena 17621#28 - 33
62#february 28#washington#w 109 - 93 (ot)#charlie villanueva (25)#dan gadzuric (11)#bradley center 15970#29 - 33
