position#club#played#wins#draws#losses#goals for#goals against#points#goal difference
1#litex lovech#30#21#6#3#73#25#69#+ 38
2#levski sofia#30#19#7#4#73#27#64#+ 36
3#cska sofia#30#18#7#5#71#29#61#+ 38
4#neftochimic burgas#30#17#4#9#59#31#55#+ 28
5#slavia sofia#30#15#9#6#51#30#54#+ 21
6#levski kyustendil#30#15#1#14#45#40#46#+ 5
7#spartak varna#30#12#6#12#42#36#42#+ 8
8#minyor pernik#30#12#5#13#32#35#41#- 3
9#lokomotiv sofia#30#11#6#13#42#40#39#+ 2
10#metalurg pernik#30#11#4#15#28#36#37#- 8
11#botev plovdiv#30#11#3#16#35#48#36#- 13
12#dobrudzha dobrich#30#11#3#16#33#55#36#- 12
13#lokomotiv plovdiv#30#11#3#16#31#58#36#- 27
14#olimpik teteven#30#11#2#17#26#47#35#- 21
15#spartak pleven#30#7#0#23#32#75#21#- 43
16#etar veliko tarnovo#30#4#2#24#21#82#14#- 61
