ecosystem#date of issue#place of issue#no stamps in sheet#face value#printer
sonoran desert#april 6 , 1999#tucson , arizona#10#33#banknote corporation of america
pacific coast rain forest#march 28 , 2000#seattle , washington#10#33#banknote corporation of america
great plains prairie#march 29 , 2001#lincoln , nebraska#10#34#ashton - potter (usa) ltd
longleaf pine forest#april 26 , 2002#tallahassee , florida#10#34#american packaging corp for sennet security
arctic tundra#july 1 , 2003#fairbanks , alaska#10#37#banknote corporation of america
pacific coral reef#jan 2 , 2004#honolulu , hawaii#10#37#avery dennison
northeast deciduous forest#march 3 , 2005#new york , new york#10#37#avery dennison
southern florida wetland#october 5 , 2006#naples , florida#10#39#avery dennison
alpine tundra#august 28 , 2007#estes park , colorado#10#41#sennett security products
great lakes dunes#october 2 , 2008#empire , michigan#10#42#avery dennison
kelp forest#october 1 , 2009#monterey , california#10#44#avery dennison
hawaiian rain forest#september 1 , 2010#hawaii national park#10#44#banknote corporation of america , inc
