date#opponent#score#loss#attendance#record
september 1#twins#12 - 4#smithson (13 - 11)#26526#78 - 57
september 2#twins#6 - 0#viola (14 - 12)#31000#79 - 57
september 3#yankees#2 - 0#leal (13 - 5)#26835#79 - 58
september 4#yankees#6 - 4#armstrong (3 - 2)#15867#80 - 58
september 5#yankees#4 - 3 (10)#jackson (7 - 7)#17383#80 - 59
september 7#tigers#7 - 4 (10)#musselman (0 - 1)#37420#80 - 60
september 8#tigers#10 - 4#leal (13 - 6)#41059#80 - 61
september 9#tigers#7 - 2#clancy (11 - 14)#37392#80 - 62
september 10#yankees#6 - 2#stieb (14 - 6)#21176#80 - 63
september 11#yankees#10 - 3#rasmussen (8 - 5)#21451#81 - 63
september 12#yankees#2 - 1#niekro (16 - 8)#20426#82 - 63
september 13#yankees#6 - 1#leal (13 - 7)#20681#82 - 64
september 14#tigers#7 - 2#morris (17 - 11)#46040#83 - 64
september 15#tigers#2 - 1#stieb (14 - 7)#44349#83 - 65
september 16#tigers#8 - 3#clark (1 - 2)#45488#83 - 66
september 17#red sox#5 - 4#ojeda (11 - 12)#18480#84 - 66
september 18#red sox#10 - 3#leal (13 - 8)#18399#84 - 67
september 19#red sox#10 - 4#clancy (12 - 15)#23212#84 - 68
september 20#brewers#6 - 4#gibson (1 - 4)#21688#85 - 68
september 21#brewers#5 - 1#lamp (8 - 8)#21147#85 - 69
september 22#brewers#2 - 1#haas (9 - 11)#26152#86 - 69
september 23#brewers#8 - 5#jackson (7 - 8)#28550#86 - 70
september 24#red sox#9 - 8#hurst (12 - 11)#13328#87 - 70
september 25#red sox#14 - 6#stieb (15 - 8)#14259#87 - 71
september 26#red sox#8 - 4#boyd (12 - 11)#13065#88 - 71
september 28#brewers#4 - 3 (11)#musselman (0 - 2)#17026#88 - 72
september 29#brewers#5 - 4#cocanower (8 - 16)#9736#89 - 72
september 30#brewers#4 - 0#alexander (17 - 6)#10277#89 - 73
