place#player#country#score#to par#money
t1#lawson little#united states#72 + 69 + 73 + 73 = 287#- 1#playoff
t1#gene sarazen#united states#71 + 74 + 70 + 72 = 287#- 1#playoff
3#horton smith#united states#69 + 72 + 78 + 69 = 288#e#700
4#craig wood#united states#72 + 73 + 72 + 72 = 289#+ 1#600
t5#ralph guldahl#united states#73 + 71 + 76 + 70 = 290#+ 2#325
t5#ben hogan#united states#70 + 73 + 74 + 73 = 290#+ 2#325
t5#lloyd mangrum#united states#75 + 70 + 71 + 74 = 290#+ 2#325
t5#byron nelson#united states#72 + 74 + 70 + 74 = 290#+ 2#325
9#dick metz#united states#75 + 72 + 72 + 72 = 291#+ 3#175
t10#ed dudley#united states#73 + 75 + 71 + 73 = 292#+ 4#137
t10#frank walsh#united states#73 + 69 + 71 + 79 = 292#+ 4#137
