rank#date#stadium#opponent#competition#score scotland 's score is shown first
1#17 april 1937#hampden park#england#bhc#3 - 1
2#15 april 1939#hampden park#england#bhc#1 - 2
3#25 april 1970#hampden park#england#bhc#0 - 0
4#10 april 1948#hampden park#england#bhc#0 - 2
5#3 april 1954#hampden park#england#bhc / wcqg3#2 - 4
6#5 april 1952#hampden park#england#bhc#1 - 2
7#1 april 1933#hampden park#england#bhc#2 - 1
8#24 february 1968#hampden park#england#bhc / ecqg8#1 - 1
9#15 april 1950#hampden park#england#bhc#0 - 1
10#11 april 1964#hampden park#england#bhc#1 - 0
