date#visitor#score#home#leading scorer#attendance#record
november 1#washington#97 - 94#cleveland#larry hughes (27)#20562#1 - 0
november 3#cleveland#88 - 81#san antonio#lebron james (35)#18797#2 - 0
november 4#cleveland#88 - 92#charlotte#drew gooden (21)#19147#2 - 1
november 7#atlanta#95 - 104#cleveland#lebron james (34)#20562#2 - 2
november 9#chicago#113 - 94#cleveland#drew gooden (20)#19947#3 - 2
november 11#boston#94 - 93#cleveland#lebron james (38)#20562#4 - 2
november 13#cleveland#102 - 96#new york#james , djones (29)#18468#5 - 2
november 15#portland#100 - 87#cleveland#lebron james (32)#20096#6 - 2
november 17#minnesota#92 - 76#cleveland#lebron james (37)#20562#7 - 2
november 18#cleveland#99 - 111#washington#lebron james (20)#20173#7 - 3
november 21#memphis#97 - 94#cleveland#drew gooden (22)#20 - 562#8 - 3
november 22#cleveland#87 - 95#toronto#lebron james (30)#19800#8 - 4
november 24#cleveland#87 - 97#indiana#lebron james (30)#18165#8 - 5
november 25#philadelphia#108 - 95#cleveland#lebron james (25)#20562#9 - 5
november 29#new york#98 - 101#cleveland#lebron james (27)#20192#9 - 6
