months in malayalam era#in malayalam#gregorian calendar#tamil calendar#saka era#sign of zodiac
chingam#ചിങ്ങം#august - september#aavani#sravan - bhadrapada#leo
kanni#കന്നി#september - october#purattasi#bhadrapada - asvina#virgo
tulam#തുലാം#october - november#aippasi#asvina - kartika#libra
vrscikam#വൃശ്ചികം#november - december#karthigai#kartika - agrahayana#scorpio
dhanu#ധനു#december - january#margazhi#agrahayana - pausa#sagittarius
makaram#മകരം#january - february#thai#pausa - magha#capricon
kumbham#കുംഭം#february - march#maasi#magha - phalguna#aquarius
minam#മീനം#march - april#panguni#phalguna - chaitra#pisces
medam#മേടം#april - may#chithirai#chaitra - vaisakha#aries
edavam (idavam)#ഇടവം#may - june#vaikasi#vaisakha - jyaistha#taurus
mithunam#മിഥുനം#june - july#aani#jyaistha - asada#gemini
karkadakam#കര്‍ക്കടകം#july - august#aadi#asada - sravana#cancer
