date#venue#opponents#score#comp#attendance
2004 - 04 - 05#vångavallen#trelleborg#2 - 2#allsvenskan#6 154
2004 - 04 - 13#råsunda#aik#3 - 1#allsvenskan#32 590
2004 - 04 - 19#olympia#helsingborg#1 - 1#allsvenskan#10 254
2004 - 04 - 25#råsunda#sundsvall#3 - 1#allsvenskan#11 755
2004 - 05 - 02#landskrona ip#landskrona#0 - 2#allsvenskan#6 387
2004 - 05 - 09#råsunda#kalmar#0 - 3#allsvenskan#11 308
2004 - 05 - 12#ryavallen#elfsborg#0 - 0#allsvenskan#5 520
2004 - 05 - 18#råsunda#göteborg#1 - 2#allsvenskan#15 079
2004 - 05 - 24#råsunda#öis#2 - 1#allsvenskan#8 711
2004 - 07 - 07#örjans vall#halmstad#2 - 2#allsvenskan#13 297
2004 - 07 - 14#råsunda#malmö#0 - 2#allsvenskan#13 380
2004 - 07 - 19#råsunda#hammarby#0 - 3#allsvenskan#24 165
2004 - 07 - 24#råsunda#örebro#5 - 1#allsvenskan#7 701
2004 - 07 - 31#fredriksskans#kalmar#1 - 1#allsvenskan#9 031
2004 - 08 - 07#råsunda#landskrona#1 - 1#allsvenskan#6 998
2004 - 08 - 15#råsunda#halmstad#1 - 1#allsvenskan#11 656
2004 - 08 - 21#gamla ullevi#öis#1 - 0#allsvenskan#3 554
2004 - 08 - 30#eyravallen#örebro#2 - 0#allsvenskan#8 103
2004 - 09 - 11#råsunda#hammarby#1 - 0#allsvenskan#20 750
2004 - 09 - 20#malmö stadion#malmö#0 - 2#allsvenskan#18 218
2004 - 09 - 23#råsunda#aik#1 - 1#allsvenskan#18 876
2004 - 09 - 26#råsunda#trelleborg#5 - 0#allsvenskan#5 448
2004 - 10 - 04#ullevi#göteborg#0 - 2#allsvenskan#21 749
2004 - 10 - 17#råsunda#elfsborg#3 - 2#allsvenskan#5 661
2004 - 10 - 25#idrottsparken#sundsvall#1 - 0#allsvenskan#6 158
2004 - 10 - 30#råsunda#helsingborg#2 - 1#allsvenskan#9 148
