date#opponent#score#loss#time#att#record
may 1#blue jays#4 - 3 (10)#speier (1 - 3)#2:45#n / a#14 - 8
may 1#blue jays#6 - 10#wright (0 - 4)#3:23#22072#14 - 9
may 2#blue jays#3 - 2#batista (0 - 3)#2:17#15550#15 - 9
may 3#orioles#5 - 4#dejean (0 - 3)#3:10#18849#16 - 9
may 4#orioles#3 - 10#loaiza (4 - 1)#2:52#21488#16 - 10
may 5#orioles#6 - 5#ryan (1 - 1)#3:01#20978#17 - 10
may 7#blue jays#4 - 5#politte (0 - 1)#2:44#15661#17 - 11
may 8#blue jays#2 - 4#cotts (0 - 1)#2:20#18368#17 - 12
may 9#blue jays#2 - 5#loaiza (4 - 2)#2:11#17546#17 - 13
may 11#orioles#15 - 0#ponson (2 - 3)#2:20#20400#18 - 13
may 12#orioles#postponed (rain) rescheduled for may 13#postponed (rain) rescheduled for may 13#postponed (rain) rescheduled for may 13#postponed (rain) rescheduled for may 13#postponed (rain) rescheduled for may 13
may 13#orioles#0 - 1#garland (2 - 2)#2:27#n / a#18 - 14
may 13#orioles#6 - 5#bédard (0 - 1)#2:30#18324#19 - 14
may 14#twins#2 - 3#marte (1 - 2)#3:06#15962#19 - 15
may 15#twins#1 - 4#loaiza (4 - 3)#2:12#32360#19 - 16
may 16#twins#11 - 0#silva (5 - 1)#2:34#26348#20 - 16
may 17#indians#2 - 7#diaz (0 - 1)#2:46#15617#20 - 17
may 18#indians#4 - 2#durbin (3 - 4)#2:18#15298#21 - 17
may 19#indians#15 - 3#davis (1 - 3)#3:04#17205#22 - 17
may 20#twins#10 - 3#greisinger (1 - 3)#2:32#17640#23 - 17
may 21#twins#8 - 2#silva (5 - 2)#2:20#30116#24 - 17
may 22#twins#1 - 9#cotts (0 - 2)#2:39#27413#24 - 18
may 23#twins#17 - 7#santana (2 - 2)#3:06#22859#25 - 18
may 25#rangers#4 - 7#schoeneweis (4 - 2)#3:14#22359#25 - 19
may 26#rangers#4 - 0#benoit (2 - 2)#2:28#18185#26 - 19
may 27#rangers#9 - 0#drese (2 - 2)#2:14#14428#27 - 19
may 28#angels#4 - 3#ortiz (1 - 4)#3:11#21163#28 - 19
may 29#angels#1 - 5#rauch (0 - 1)#2:51#25050#28 - 20
may 30#angels#11 - 2#lackey (3 - 6)#2:30#14344#29 - 20
