year#theme#artist#issue price#special notes
2008#calgary flames#n / a#15.95#from coin and puck set
2008#calgary flames#n / a#24.95#from calgary flames gift set
2008#edmonton oilers#n / a#15.95#from coin and puck set
2008#edmonton oilers#n / a#24.95#from edmonton oilers gift set
2008#montreal canadiens#n / a#15.95#from coin and puck set
2008#montreal canadiens#n / a#24.95#from montreal canadiens gift set
2008#ottawa senators#n / a#15.95#from coin and puck set
2008#ottawa senators#n / a#24.95#from ottawa senators gift set
2008#toronto maple leafs#n / a#15.95#from coin and puck set
2008#toronto maple leafs#n / a#24.95#from toronto maple leafs gift set
2008#vancouver canucks#n / a#15.95#from coin and puck set
2008#vancouver canucks#n / a#24.95#from vancouver canucks gift set
2009#calgary flames#n / a#24.95#from calgary flames gift set
2009#edmonton oilers#n / a#24.95#from edmonton oilers gift set
2009#montreal canadiens#n / a#24.95#from montreal canadiens gift set
2009#ottawa senators#n / a#24.95#from ottawa senators gift set
2009#toronto maple leafs#n / a#24.95#from toronto maple leafs gift set
2009#vancouver canucks#n / a#24.95#from vancouver canucks gift set
