version#code name#release date#desktops#servers#kernel version
4.10#warty warthog#20 october 2004#old version , no longer supported : 30 april 2006#old version , no longer supported : 30 april 2006#2.6.8
5.04#hoary hedgehog#8 april 2005#old version , no longer supported : 31 october 2006#old version , no longer supported : 31 october 2006#2.6.10
5.10#breezy badger#13 october 2005#old version , no longer supported : 13 april 2007#old version , no longer supported : 13 april 2007#2.6.12
6.06 lts#dapper drake#1 june 2006#old version , no longer supported : 14 july 2009#old version , no longer supported : 1 june 2011#2.6.15
6.10#edgy eft#26 october 2006#old version , no longer supported : 25 april 2008#old version , no longer supported : 25 april 2008#2.6.17
7.04#feisty fawn#19 april 2007#old version , no longer supported : 19 october 2008#old version , no longer supported : 19 october 2008#2.6.20
7.10#gutsy gibbon#18 october 2007#old version , no longer supported : 18 april 2009#old version , no longer supported : 18 april 2009#2.6.22
8.04 lts#hardy heron#24 april 2008#old version , no longer supported : 12 may 2011#old version , no longer supported : 9 may 2013#2.6.24
8.10#intrepid ibex#30 october 2008#old version , no longer supported : 30 april 2010#old version , no longer supported : 30 april 2010#2.6.27
9.04#jaunty jackalope#23 april 2009#old version , no longer supported : 23 october 2010#old version , no longer supported : 23 october 2010#2.6.28
9.10#karmic koala#29 october 2009#old version , no longer supported : 30 april 2011#old version , no longer supported : 30 april 2011#2.6.31
10.04 lts#lucid lynx#29 april 2010#old version , no longer supported : 9 may 2013#older version , yet still supported : april 2015#2.6.32
10.10#maverick meerkat#10 october 2010#old version , no longer supported : 10 april 2012#old version , no longer supported : 10 april 2012#2.6.35
11.04#natty narwhal#28 april 2011#old version , no longer supported : 28 october 2012#old version , no longer supported : 28 october 2012#2.6.38
11.10#oneiric ocelot#13 october 2011#old version , no longer supported : 9 may 2013#old version , no longer supported : 9 may 2013#3.0
12.04 lts#precise pangolin#26 april 2012#older version , yet still supported : april 2017#older version , yet still supported : april 2017#3.2
12.10#quantal quetzal#18 october 2012#older version , yet still supported : april 2014#older version , yet still supported : april 2014#3.5
13.04#raring ringtail#25 april 2013#older version , yet still supported : january 2014#older version , yet still supported : january 2014#3.8
13.10#saucy salamander#17 october 2013#current stable version : july 2014#current stable version : july 2014#3.11
