date#opponent#score#loss#record
august 1#angels#9 - 8#clear (7 - 9)#44 - 55
august 2#angels#5 - 4#jefferson (4 - 7)#44 - 56
august 3#angels#3 - 1#martinez (2 - 4)#45 - 56
august 4#indians#11 - 5#mirabella (4 - 10)#45 - 57
august 5#indians#8 - 5#kucek (3 - 4)#45 - 58
august 6#indians#5 - 2#jefferson (4 - 8)#45 - 59
august 7#indians#7 - 6#garvin (3 - 6)#45 - 60
august 8#royals#9 - 0#clancy (10 - 8)#45 - 61
august 8#royals#7 - 4#garvin (3 - 7)#45 - 62
august 9#royals#4 - 3 (14)#eastwick (0 - 1)#46 - 62
august 10#royals#8 - 5#jefferson (4 - 9)#46 - 63
august 12#brewers#3 - 1#sorensen (8 - 8)#47 - 63
august 12#brewers#5 - 4#castro (0 - 4)#48 - 63
august 13#brewers#5 - 4#mclaughlin (4 - 7)#48 - 64
august 14#brewers#4 - 2#stieb (10 - 9)#48 - 65
august 15#royals#4 - 3#jefferson (4 - 10)#48 - 66
august 16#royals#11 - 5#kucek (3 - 5)#48 - 67
august 17#royals#8 - 3#clancy (11 - 9)#48 - 68
august 19#twins#4 - 3#corbett (8 - 5)#49 - 68
august 20#twins#10 - 4#zahn (10 - 16)#50 - 68
august 21#white sox#5 - 3#jefferson (4 - 11)#50 - 69
august 22#white sox#2 - 0#clancy (11 - 10)#50 - 70
august 23#white sox#5 - 1#kucek (3 - 6)#50 - 71
august 24#white sox#7 - 3#baumgarten (2 - 8)#51 - 71
august 25#rangers#5 - 1#todd (1 - 1)#51 - 72
august 26#rangers#8 - 0#jefferson (4 - 12)#51 - 73
august 27#rangers#6 - 4#medich (10 - 9)#52 - 73
august 28#twins#7 - 5 (15)#jefferson (4 - 13)#52 - 74
august 29#twins#5 - 2#stieb (11 - 10)#52 - 75
august 30#twins#3 - 2#verhoeven (2 - 4)#53 - 75
august 31#twins#7 - 1#koosman (11 - 12)#54 - 75
