week#date#opponent#result#attendance
1#september 2 , 1979#denver broncos#l 10 - 0#74788
2#september 9 , 1979#buffalo bills#l 51 - 24#43504
3#september 16 , 1979#new england patriots#l 20 - 14#41805
4#september 23 , 1979#houston oilers#l 30 - 27#45615
5#september 30 , 1979#dallas cowboys#l 38 - 13#63179
6#october 7 , 1979#kansas city chiefs#l 10 - 7#40041
7#october 14 , 1979#pittsburgh steelers#w 34 - 10#52381
8#october 21 , 1979#cleveland browns#l 28 - 27#75119
9#october 28 , 1979#philadelphia eagles#w 37 - 13#42036
10#november 4 , 1979#baltimore colts#l 38 - 28#37740
11#november 11 , 1979#san diego chargers#l 26 - 24#40782
12#november 18 , 1979#houston oilers#l 42 - 21#49829
13#november 25 , 1979#st louis cardinals#w 34 - 28#25103
14#december 2 , 1979#pittsburgh steelers#l 37 - 17#46521
15#december 9 , 1979#washington redskins#l 28 - 14#52882
16#december 16 , 1979#cleveland browns#w 16 - 12#42183
