date#visitor#score#home#decision#attendance#record
march 1#toronto#3 - 2#washington#kolzig#18277#30 - 28 - 8
march 3#boston#2 - 10#washington#huet#17189#31 - 28 - 8
march 5#washington#3 - 1#buffalo#kolzig#18690#32 - 28 - 8
march 8#washington#1 - 2#boston#huet#17565#32 - 29 - 8
march 9#pittsburgh#4 - 2#washington#huet#18277#32 - 30 - 8
march 12#calgary#2 - 3#washington#kolzig#17560#33 - 30 - 8
march 14#atlanta#1 - 4#washington#kolzig#18208#34 - 30 - 8
march 16#boston#1 - 2#washington#huet#18277#35 - 30 - 8
march 18#washington#4 - 2#nashville#huet#17133#36 - 30 - 8
march 19#washington#0 - 5#chicago#kolzig#20942#36 - 31 - 8
march 21#washington#5 - 3#atlanta#huet#18562#37 - 31 - 8
march 25#washington#3 - 2#carolina#huet#18680#38 - 31 - 8
march 27#washington#4 - 3#tampa bay#huet#17777#39 - 31 - 8
march 29#washington#3 - 0#florida#huet#17832#40 - 31 - 8
