place#player#country#score#to par#money
1#gene sarazen#united states#74 + 76 + 70 + 66 = 286#+ 6#1000
t2#bobby cruickshank#scotland#78 + 74 + 69 + 68 = 289#+ 9#700
t2#philip perkins#england#76 + 69 + 74 + 70 = 289#+ 9#700
4#leo diegel#united states#73 + 74 + 73 + 74 = 294#+ 14#500
5#wiffy cox#united states#80 + 73 + 70 + 72 = 295#+ 15#450
6#josã jurado#argentina#74 + 71 + 75 + 76 = 296#+ 16#350
t7#billy burke#united states#75 + 77 + 74 + 71 = 297#+ 17#175
t7#harry cooper#england united states#77 + 73 + 73 + 74 = 297#+ 17#175
t7#olin dutra#united states#69 + 77 + 75 + 76 = 297#+ 17#175
10#walter hagen#united states#75 + 73 + 79 + 71 = 298#+ 18#100
