place#player#country#score#to par#earnings
1#doug ford#united states#72 + 73 + 72 + 66 = 283#- 5#8750
2#sam snead#united states#72 + 68 + 74 + 72 = 286#- 2#4375
3#jimmy demaret#united states#72 + 70 + 75 + 70 = 287#- 1#2625
4#harvie ward (a)#united states#73 + 71 + 71 + 73 = 288#e#0
5#peter thomson#australia#72 + 73 + 73 + 71 = 289#+ 1#1750
6#ed furgol#united states#73 + 71 + 72 + 74 = 290#+ 2#1312
t7#jack burke , jr#united states#71 + 72 + 74 + 74 = 291#+ 3#1137
t7#dow finsterwald#united states#74 + 74 + 73 + 70 = 291#+ 3#1137
t7#arnold palmer#united states#73 + 73 + 69 + 76 = 291#+ 3#1137
10#jay hebert#united states#74 + 72 + 76 + 70 = 292#+ 4#1005
