date#opponent#score#loss#attendance#record
july 1#royals#4 - 3 (12)#williams (1 - 3)#21496#32 - 45
july 2#royals#7 - 6#meacham (0 - 1)#27800#33 - 45
july 3#royals#11 - 6#stewart (5 - 8)#25421#33 - 46
july 4#royals#9 - 4#milacki (0 - 3)#38039#34 - 46
july 5#twins#14 - 3#mahomes (7 - 4)#22380#35 - 46
july 6#twins#5 - 4#stottlemyre (5 - 6)#26479#35 - 47
july 7#twins#4 - 3#willis (1 - 3)#31180#36 - 47
july 8#royals#6 - 5#hall (1 - 3)#50515#36 - 48
july 9#royals#9 - 4#milacki (0 - 4)#50524#37 - 48
july 10#royals#7 - 3#gubicza (5 - 8)#50504#38 - 48
july 14#rangers#7 - 3#stottlemyre (5 - 7)#42621#38 - 49
july 15#rangers#7 - 5#dettmer (0 - 4)#46511#39 - 49
july 16#rangers#4 - 2#hentgen (11 - 6)#46510#39 - 50
july 17#rangers#3 - 1#rogers (10 - 5)#46394#40 - 50
july 18#twins#7 - 4#guardado (0 - 2)#48060#41 - 50
july 19#twins#4 - 2#tapani (9 - 6)#47222#42 - 50
july 20#twins#9 - 2#erickson (8 - 9)#48162#43 - 50
july 21#rangers#9 - 3#leary (1 - 1)#49618#44 - 50
july 22#rangers#3 - 2#rogers (10 - 6)#50522#45 - 50
july 23#rangers#9 - 1#fajardo (5 - 7)#50529#46 - 50
july 24#rangers#4 - 2#pavlik (1 - 5)#50521#47 - 50
july 26#brewers#7 - 5#guzman (10 - 10)#49098#47 - 51
july 27#brewers#5 - 0#hentgen (12 - 7)#47172#47 - 52
july 28#brewers#5 - 4#cox (0 - 1)#47061#47 - 53
july 29#orioles#4 - 3#moyer (4 - 7)#47497#48 - 53
july 30#orioles#7 - 5#timlin (0 - 1)#47000#48 - 54
july 31#orioles#6 - 4#mcdonald (12 - 7)#47684#49 - 54
