date#opponent#score#loss#attendance#record
may 1#rangers#3 - 0#key (4 - 1)#33439#12 - 10
may 2#royals#3 - 1#appier (1 - 4)#22896#13 - 10
may 3#royals#5 - 1#davis (2 - 2)#20809#14 - 10
may 4#royals#6 - 5#boucher (0 - 2)#22628#14 - 11
may 5#royals#3 - 0#gordon (1 - 2)#22588#15 - 11
may 7#rangers#3 - 2#key (4 - 2)#44622#15 - 12
may 8#rangers#4 - 2#ryan (3 - 3)#43211#16 - 12
may 9#white sox#2 - 0#pãrez (1 - 2)#47236#17 - 12
may 10#white sox#5 - 3 (12)#fraser (0 - 1)#50198#17 - 13
may 11#white sox#5 - 2#hough (0 - 2)#50206#18 - 13
may 12#white sox#4 - 2#hibbard (2 - 1)#50108#19 - 13
may 13#royals#4 - 2#davis (2 - 4)#44275#20 - 13
may 14#royals#4 - 1#gubicza (0 - 1)#43357#21 - 13
may 15#royals#6 - 4#boucher (0 - 3)#50113#21 - 14
may 17#white sox#5 - 3#timlin (3 - 1)#30095#21 - 15
may 18#white sox#9 - 2#hibbard (2 - 2)#34861#22 - 15
may 19#white sox#5 - 4#timlin (3 - 2)#41015#22 - 16
may 20#athletics#1 - 0#welch (4 - 3)#24631#23 - 16
may 21#athletics#11 - 7#dressendorfer (3 - 3)#22738#24 - 16
may 22#athletics#2 - 1#stieb (4 - 3)#34028#24 - 17
may 24#angels#3 - 2#finley (7 - 2)#26408#25 - 17
may 25#angels#5 - 0#stottlemyre (5 - 1)#36732#25 - 18
may 26#angels#6 - 2#wells (5 - 4)#45307#25 - 19
may 28#athletics#8 - 4#acker (1 - 2)#50299#25 - 20
may 29#athletics#8 - 3#slusarski (1 - 2)#50262#26 - 20
may 30#athletics#8 - 6#ward (0 - 2)#50271#26 - 21
may 31#angels#5 - 1#langston (6 - 2)#50252#27 - 21
