rank#player#county#tally#total#opposition
1#eoin kelly#waterford#2 - 13#19#offaly
2#joe canning#galway#2 - 12#18#cork
3#brian carroll#offaly#0 - 16#16#laois
4#eoin kelly#waterford#1 - 10#13#tipperary
5#david o'callaghan#dublin#1 - 9#12#wexford
5#ben o'connor#cork#0 - 12#12#galway
5#eoin kelly#waterford#1 - 9#12#kilkenny
5#joe canning#galway#2 - 6#12#antrim
9#henry shefflin#kilkenny#0 - 11#11#offaly
9#eoin kelly#waterford#1 - 8#11#wexford
9#henry shefflin#kilkenny#0 - 11#11#cork
9#joe bergin#offaly#3 - 2#11#limerick
13#dave bennett#waterford#0 - 10#10#clare
13#david o'callaghan#dublin#0 - 10#10#cork
13#henry shefflin#kilkenny#1 - 7#10#wexford
13#mark flaherty#clare#1 - 7#10#waterford
13#eoin kelly#tipperary#1 - 7#10#cork
13#eddie brennan#kilkenny#2 - 4#10#waterford
19#noel costello#laois#0 - 9#9#offaly
19#david o'callaghan#dublin#0 - 9#9#wexford
19#joe canning#galway#0 - 9#9#laois
19#brian carroll#offaly#0 - 9#9#waterford
19#david o'callaghan#dublin#1 - 6#9#westmeath
19#willie hyland#laois#2 - 3#9#offaly
19#eoin kelly#waterford#2 - 3#9#antrim
