year#starts#wins#top 5#top 10#poles#avg start#avg finish#winnings#position#team (s)
1986#2#0#0#0#0#21.0#29.0#535#110th#31 grissom racing enterprises
1987#2#0#0#0#0#17.0#21.5#975#49th#39 grissom racing enterprises
1988#29#0#1#4#0#23.6#20.4#45391#13th#39 grissom racing enterprises
1989#29#0#2#5#0#23.1#18.9#71822#12th#9 / 19 falcon racing
1990#31#4#11#15#1#14.8#13.2#166842#3rd#31 grissom racing enterprises
1991#31#1#7#13#1#20.5#15.7#152206#10th#31 grissom racing enterprises
1992#31#1#2#7#1#19.7#16.7#170716#12th#31 grissom racing enterprises
1993#28#2#11#18#0#21.5#10.3#336432#1st#31 grissom racing enterprises
1994#11#0#1#1#0#27.5#26.6#39475#43rd#31 grissom racing enterprises
1995#15#2#4#7#0#23.9#15.6#110105#26th#29 diamond ridge motorsports
1996#8#1#3#4#0#25.9#14.1#90942#45th#29 diamond ridge motorsports
1997#1#0#0#0#0#43.0#39.0#4425#114th#5 labonte motorsports
1998#2#0#0#0#1#22.0#23.0#16444#77th#12 spencer motor ventures 59 st motorsports
2000#1#0#0#0#0#43.0#37.0#7925#109th#8 petty enterprises
2001#1#0#0#0#0#21.0#26.0#27000#151st#45 petty enterprises
2002#7#0#0#0#0#30.6#30.4#86830#56th#34 frank cicci racing
2003#6#0#0#0#0#37.0#27.8#83825#67th#07 dlp racing 61 / 36 dct motorsports
2004#26#0#0#0#0#37.3#28.6#482604#28th#36 dct motorsports 24 / 93 gic - mixon motorsports
2005#31#0#0#0#0#40.3#32.2#602395#23rd#49 jay robinson racing
2006#2#0#0#0#0#42.0#30.5#72136#98th#49 jay robinson racing
2007#1#0#0#0#0#43.0#25.0#45800#133rd#34 frank cicci racing
2008#1#0#0#0#0#43.0#43.0#42651#148th#90 msrp motorsports
