date#visitor#score#home#record
october 15#chicago black hawks#2–4#detroit red wings#0–1–0
october 18#chicago black hawks#2–4#montreal canadiens#0–2–0
october 25#chicago black hawks#1–5#toronto maple leafs#0–3–0
october 26#chicago black hawks#2–3#boston bruins#0–4–0
october 29#detroit red wings#5–2#chicago black hawks#0–5–0
november 2#montreal canadiens#4–2#chicago black hawks#0–6–0
november 5#boston bruins#2–1#chicago black hawks#0–7–0
november 9#new york rangers#5–8#chicago black hawks#1–7–0
november 12#chicago black hawks#5–4#toronto maple leafs#2–7–0
november 13#chicago black hawks#2–5#montreal canadiens#2–8–0
november 15#chicago black hawks#5–3#new york rangers#3–8–0
november 16#toronto maple leafs#5–4#chicago black hawks#3–9–0
november 19#montreal canadiens#2–2#chicago black hawks#3–9–1
november 22#chicago black hawks#5–8#detroit red wings#3–10–1
november 23#detroit red wings#9–3#chicago black hawks#3–11–1
november 26#boston bruins#3–5#chicago black hawks#4–11–1
november 30#new york rangers#6–2#chicago black hawks#4–12–1
december 3#chicago black hawks#4–4#boston bruins#4–12–2
december 6#chicago black hawks#5–12#toronto maple leafs#4–13–2
december 7#toronto maple leafs#3–2#chicago black hawks#4–14–2
december 10#boston bruins#5–6#chicago black hawks#5–14–2
december 13#chicago black hawks#3–4#detroit red wings#5–15–2
december 14#montreal canadiens#4–3#chicago black hawks#5–16–2
december 17#detroit red wings#7–1#chicago black hawks#5–17–2
december 21#toronto maple leafs#3–1#chicago black hawks#5–18–2
december 23#new york rangers#1–7#chicago black hawks#6–18–2
december 25#chicago black hawks#6–1#boston bruins#7–18–2
december 27#chicago black hawks#1–3#montreal canadiens#7–19–2
december 31#chicago black hawks#0–4#detroit red wings#7–20–2
january 1#detroit red wings#4–1#chicago black hawks#7–21–2
january 4#chicago black hawks#4–1#new york rangers#8–21–2
january 10#chicago black hawks#4–6#toronto maple leafs#8–22–2
january 11#boston bruins#1–4#chicago black hawks#9–22–2
january 14#chicago black hawks#2–4#new york rangers#9–23–2
january 17#chicago black hawks#1–3#montreal canadiens#9–24–2
january 18#chicago black hawks#5–4#detroit red wings#10–24–2
january 21#montreal canadiens#1–3#chicago black hawks#11–24–2
january 24#chicago black hawks#1–2#toronto maple leafs#11–25–2
january 25#toronto maple leafs#4–4#chicago black hawks#11–25–3
january 28#new york rangers#3–2#chicago black hawks#11–26–3
january 31#chicago black hawks#7–4#boston bruins#12–26–3
february 1#chicago black hawks#2–2#new york rangers#12–26–4
february 3#detroit red wings#4–1#chicago black hawks#12–27–4
february 5#chicago black hawks#7–2#montreal canadiens#13–27–4
february 8#new york rangers#2–2#chicago black hawks#13–27–5
february 11#chicago black hawks#3–0#boston bruins#14–27–5
february 15#montreal canadiens#1–2#chicago black hawks#15–27–5
february 18#boston bruins#4–2#chicago black hawks#15–28–5
february 22#toronto maple leafs#3–2#chicago black hawks#15–29–5
february 25#chicago black hawks#7–4#new york rangers#16–29–5
february 28#chicago black hawks#3–4#toronto maple leafs#16–30–5
february 29#boston bruins#1–5#chicago black hawks#17–30–5
march 3#chicago black hawks#3–3#boston bruins#17–30–6
march 7#montreal canadiens#3–9#chicago black hawks#18–30–6
march 9#detroit red wings#1–4#chicago black hawks#19–30–6
march 10#chicago black hawks#2–7#detroit red wings#19–31–6
march 14#toronto maple leafs#3–0#chicago black hawks#19–32–6
march 17#new york rangers#5–2#chicago black hawks#19–33–6
march 20#chicago black hawks#4–7#montreal canadiens#19–34–6
march 21#chicago black hawks#4–3#new york rangers#20–34–6
