date#opponent#score#loss#attendance#record
september 1#giants#4 - 0#sánchez (8 - 10)#31388#65 - 74
september 2#giants#6 - 5 (12)#yabu (3 - 6)#23710#66 - 74
september 3#giants#9 - 2#cook (16 - 9)#23481#66 - 75
september 5#astros#5 - 3#moehler (10 - 6)#26163#67 - 75
september 6#astros#2 - 0#francis (4 - 9)#32352#67 - 76
september 7#astros#7 - 5#buchholz (6 - 5)#30509#67 - 77
september 9#braves#5 - 4 (10)#buchholz (6 - 6)#21821#67 - 78
september 10#braves#9 - 5#vizcaíno (1 - 1)#19693#67 - 79
september 11#braves#8 - 4#rusch (5 - 5)#20039#67 - 80
september 12#dodgers#7 - 2#francis (4 - 10)#30147#67 - 81
september 13#dodgers#5 - 1#de la rosa (8 - 8)#40291#67 - 82
september 14#dodgers#1 - 0 (10)#kuo (5 - 3)#28910#68 - 82
september 15#padres#11 - 5#reynolds (2 - 7)#25296#68 - 83
september 16#padres#10 - 3#estes (2 - 3)#25507#69 - 83
september 17#padres#1 - 0#geer (2 - 1)#25155#70 - 83
september 19#diamondbacks#3 - 2#scherzer (0 - 3)#43137#71 - 83
september 20#diamondbacks#5 - 3#fuentes (1 - 5)#38283#71 - 84
september 21#diamondbacks#13 - 4#reynolds (2 - 8)#32915#71 - 85
september 23#giants#9 - 4#lincecum (17 - 5)#33922#72 - 85
september 24#giants#15 - 6#sánchez (9 - 12)#31942#73 - 85
september 25#giants#3 - 1#zito (10 - 17)#31857#74 - 85
september 26#diamondbacks#6 - 4#grilli (3 - 2)#34590#74 - 86
september 27#diamondbacks#6 - 4#corpas (3 - 4)#33234#74 - 87
september 28#diamondbacks#2 - 1#vizcaíno (1 - 2)#35908#74 - 88
