game#date#opponent#result#nets points#opponent score#record#streak
1#november 3#at miami#win#110#90#1 - 0#won 1
2#november 4#at orlando#win#111#106#2 - 0#won 2
3#november 7#vs miami#loss#77#83#2 - 1#lost 1
4#november 9#at new york#loss#105#107#2 - 2#lost 2
5#november 10#vs chicago#win#117#107#3 - 2#won 1
6#november 14#vs cleveland#loss#92#103#3 - 3#lost 1
7#november 15#at boston#loss#92#126#3 - 4#lost 2
8#november 18#vs san antonio#loss#95#110#3 - 5#lost 3
9#november 21#at seattle#loss#84#114#3 - 6#lost 4
10#november 22#at la clippers#loss#97#106#3 - 7#lost 5
11#november 24#at portland#loss#99#125#3 - 8#lost 6
12#november 25#at sacramento#loss#98#112#3 - 9#lost 7
13#november 27#at utah#loss#68#105#3 - 10#lost 8
14#november 29#vs boston#loss#95#118#3 - 11#lost 9
15#december 1#vs miami#win#101#77#4 - 11#won 1
16#december 5#at minnesota#loss#90#92#4 - 12#lost 1
17#december 8#at houston#win#99#94#5 - 12#won 1
18#december 9#at san antonio#loss#92#109#5 - 13#lost 1
19#december 12#vs philadelphia#win#97#82#6 - 13#won 1
20#december 14#vs indiana#loss#78#102#6 - 14#lost 1
21#december 16#vs la lakers#loss#92#99#6 - 15#lost 2
22#december 19#at miami#win#100#98#7 - 15#won 1
23#december 20#vs dallas#loss#78#84#7 - 16#lost 1
24#december 22#vs detroit#loss#90#96#7 - 17#lost 2
25#december 23#at new york#loss#85#94#7 - 18#lost 3
26#december 26#vs washington#win#101#94#8 - 18#won 1
27#december 28#vs new york#loss#104#106#8 - 19#lost 1
28#december 30#at detroit#loss#106#117#8 - 20#lost 2
29#january 2#at washington#loss#96#110#8 - 21#lost 3
30#january 3#vs milwaukee#loss#96#110#8 - 22#lost 4
31#january 6#at atlanta#loss#96#105#8 - 23#lost 5
32#january 7#vs atlanta#win#98#93#9 - 23#won 1
33#january 9#vs boston#win#87#78#10 - 23#won 2
34#january 11#vs charlotte#win#109#101#11 - 23#won 3
35#january 13#at cleveland#loss#96#98#11 - 24#lost 1
36#january 14#vs portland#loss#90#99#11 - 25#lost 2
37#january 17#vs washington#win#115#106#12 - 25#won 1
38#january 19#at orlando#loss#105#120#12 - 26#lost 1
39#january 20#at philadelphia#loss#98#108#12 - 27#lost 2
40#january 25#vs orlando#loss#112#117#12 - 28#lost 3
41#january 27#at chicago#loss#107#110#12 - 29#lost 4
42#january 29#at dallas#loss#88#108#12 - 30#lost 5
43#january 30#at phoenix#loss#95#120#12 - 31#lost 6
44#february 1#at denver#loss#112#123#12 - 32#lost 7
45#february 2#at golden state#loss#109#128#12 - 33#lost 8
46#february 4#at la lakers#loss#105#121#12 - 34#lost 9
47#february 7#vs utah#loss#101#108#12 - 35#lost 10
48#february 14#at philadelphia#loss#112#122#12 - 36#lost 11
49#february 15#vs seattle#loss#92#103#12 - 37#lost 12
50#february 17#vs denver#loss#117#126#12 - 38#lost 13
51#february 20#at milwaukee#loss#102#110#12 - 39#lost 14
52#february 21#vs minnesota#win#95#93#13 - 39#won 1
53#february 23#vs houston#loss#115#125#13 - 40#lost 1
54#february 25#vs chicago#loss#106#107#13 - 41#lost 2
55#february 27#at indiana#loss#113#118#13 - 42#lost 3
56#march 2#at chicago#loss#91#112#13 - 43#lost 4
57#march 3#vs atlanta#win#114#109#14 - 43#won 1
58#march 5#vs sacramento#win#128#111#15 - 43#won 2
59#march 7#vs la clippers#loss#115#119#15 - 44#lost 1
60#march 9#vs detroit#loss#95#99#15 - 45#lost 2
61#march 10#at new york#loss#91#110#15 - 46#lost 3
62#march 12#vs milwaukee#loss#104#109#15 - 47#lost 4
63#march 16#at philadelphia#loss#110#119#15 - 48#lost 5
64#march 18#at boston#loss#106#122#15 - 49#lost 6
65#march 19#vs philadelphia#loss#94#108#15 - 50#lost 7
66#march 21#at washington#loss#106#136#15 - 51#lost 8
67#march 23#at indiana#loss#109#125#15 - 52#lost 9
68#march 24#at cleveland#loss#108#115#15 - 53#lost 10
69#march 26#at charlotte#loss#83#97#15 - 54#lost 11
70#march 28#vs new york#win#106#101#16 - 54#won 1
71#march 30#vs phoenix#loss#119#126#16 - 55#lost 1
72#april 1#vs washington#loss#97#105#16 - 56#lost 2
73#april 4#at boston#loss#106#125#16 - 57#lost 3
74#april 6#vs golden state#loss#117#123#16 - 58#lost 4
75#april 8#vs miami#win#102#101#17 - 58#won 1
76#april 10#vs boston#loss#96#112#17 - 59#lost 1
77#april 11#at detroit#loss#93#98#17 - 60#lost 2
78#april 14#vs indiana#loss#113#124#17 - 61#lost 3
79#april 17#at atlanta#loss#95#118#17 - 62#lost 4
80#april 18#vs cleveland#loss#93#100#17 - 63#lost 5
81#april 21#at milwaukee#loss#95#96#17 - 64#lost 6
82#april 22#vs orlando#loss#102#110#17 - 65#lost 7
