date#venue#opponents#score#attendance
2003 - 04 - 08#värendsvallen#öster#4 - 0#13 215
2003 - 04 - 14#stadion#halmstad#2 - 0#13 023
2003 - 04 - 21#stadion#elfsborg#5 - 0#12 537
2003 - 04 - 26#eyravallen#örebro#0 - 1#11 126
2003 - 05 - 06#stadion#göteborg#3 - 1#13 726
2003 - 05 - 11#enavallen#enköping#4 - 0#9 102
2003 - 05 - 18#råsunda#sundsvall#2 - 0#13 114
2003 - 05 - 26#olympia#helsingborg#1 - 2#12 899
2003 - 06 - 02#råsunda#aik#3 - 3#35 197
2003 - 06 - 15#landskrona ip#landskrona#2 - 1#7 242
2003 - 06 - 23#stadion#malmö#0 - 2#13 948
2003 - 06 - 30#råsunda#hammarby#3 - 0#34 267
2003 - 07 - 09#stadion#örgryte#0 - 3#12 845
2003 - 07 - 17#ullevi#örgryte#3 - 0#25 281
2003 - 07 - 21#stadion#örebro#3 - 0#13 136
2003 - 08 - 02#ryavallen#elfsborg#2 - 0#9 118
2003 - 08 - 09#stadion#enköping#3 - 2#11 017
2003 - 09 - 24#ullevi#göteborg#0 - 1#15 052
2003 - 08 - 23#stadion#landskrona#3 - 0#12 819
2003 - 09 - 01#råsunda#aik#2 - 1#30 609
2003 - 09 - 16#råsunda#hammarby#3 - 2#35 611
2003 - 09 - 21#malmö stadion#malmö#1 - 2#26 812
2003 - 09 - 28#stadion#helsingborg#1 - 0#13 815
2003 - 10 - 06#idrottsparken#sundsvall#4 - 1#7 675
2003 - 10 - 19#örjans vall#halmstad#3 - 2#10 134
2003 - 10 - 26#stadion#öster#5 - 2#13 815
