date#site#sport#winning team#series
august 26 , 2006#iowa city#volleyball#iowa state#iowa state 2 - 0
september 12 , 2006#ames#w soccer#iowa#tied 2 - 2
september 16 , 2006#iowa city#football#iowa#iowa 5 - 2
november 30 , 2006#iowa city#w basketball#iowa state#iowa 5 - 4
december 3 , 2006#iowa city#wrestling#iowa#iowa 7 - 4
december 8 , 2006#iowa city#m basketball#iowa#iowa 9 - 4
december 8 , 2006#iowa city#w swimming#iowa#iowa 11 - 4
march 4 , 2007#iowa city#w gymnastics#iowa state#iowa 11 - 6
march 23 , 2007#ames#w gymnastics#iowa state#iowa 11 - 8
april 3 , 2007#iowa city#softball#iowa#iowa 13 - 8
