date#visitor#score#home#decision#attendance#record
january 3#dallas#3 - 6#minnesota#backstrom#18568#23 - 15 - 2
january 5#minnesota#1 - 4#nashville#harding#17113#23 - 16 - 2
january 7#minnesota#1 - 3#dallas#backstrom#17502#23 - 17 - 2
january 10#minnesota#6 - 5#detroit#harding#17848#24 - 17 - 2
january 11#minnesota#5 - 2#chicago#harding#21139#25 - 17 - 2
january 13#phoenix#1 - 4#minnesota#harding#18568#26 - 17 - 2
january 16#calgary#3 - 2#minnesota#backstrom#18568#26 - 17 - 3
january 18#anaheim#4 - 2#minnesota#harding#18568#26 - 18 - 3
january 21#minnesota#4 - 2#vancouver#backstrom#18630#27 - 18 - 3
january 22#minnesota#1 - 2#calgary#harding#19289#27 - 19 - 3
january 24#minnesota#3 - 2#colorado#backstrom#15321#28 - 19 - 3
january 30#anaheim#1 - 5#minnesota#backstrom#18568#29 - 19 - 3
