season#match#result#league#date
1971 - 72#napoli - roma#4 - 0#serie a#12 december 1971
1971 - 72#roma - napoli#1 - 0#serie a#2 april 1972
1972 - 73#roma - napoli#1 - 0#serie a#20 october 1972
1972 - 73#napoli - roma#1 - 0#serie a#18 february 1973
1973 - 74#roma - napoli#0 - 1#serie a#2 december 1973
1973 - 74#napoli - roma#1 - 1#serie a#24 march 1974
1974 - 75#roma - napoli#0 - 1#serie a#13 october 1974
1974 - 75#napoli - roma#2 - 0#serie a#9 february 1975
1975 - 76#napoli - roma#2 - 1#serie a#18 january 1976
1975 - 76#roma - napoli#0 - 3#serie a#2 may 1976
1976 - 77#napoli - roma#1 - 0#serie a#12 december 1976
1976 - 77#roma - napoli#0 - 0#serie a#10 april 1977
1977 - 78#napoli - roma#2 - 0#serie a#30 october 1977
1977 - 78#roma - napoli#0 - 0#serie a#5 march 1978
1978 - 79#napoli - roma#1 - 0#serie a#15 october 1978
1978 - 79#roma - napoli#0 - 0#serie a#11 february 1979
1979 - 80#napoli - roma#3 - 0#serie a#7 october 1979
1979 - 80#roma - napoli#0 - 0#serie a#3 february 1980
1980 - 81#napoli - roma#4 - 0#serie a#19 october 1980
1980 - 81#roma - napoli#1 - 1#serie a#8 march 1981
1981 - 82#napoli - roma#1 - 0#serie a#3 january 1982
1981 - 82#roma - napoli#1 - 1#serie a#2 may 1982
1982 - 83#napoli - roma#1 - 3#serie a#10 october 1982
1982 - 83#roma - napoli#5 - 2#serie a#20 february 1983
1983 - 84#roma - napoli#5 - 1#serie a#30 october 1983
1983 - 84#napoli - roma#1 - 2#serie a#11 march 1984
1984 - 85#napoli - roma#1 - 2#serie a#16 december 1984
1984 - 85#roma - napoli#1 - 1#serie a#28 april 1985
1985 - 86#napoli - roma#1 - 1#serie a#29 september 1985
1985 - 86#roma - napoli#2 - 0#serie a#26 january 1986
1986 - 87#roma - napoli#0 - 1#serie a#26 october 1986
1986 - 87#napoli - roma#0 - 0#serie a#15 march 1987
1987 - 88#roma - napoli#1 - 1#serie a#25 october 1987
1987 - 88#napoli - roma#1 - 2#serie a#6 march 1988
1988 - 89#roma - napoli#1 - 0#serie a#31 december 1988
1988 - 89#napoli - roma#1 - 1#serie a#14 march 1989
1989 - 90#roma - napoli#1 - 1#serie a#8 october 1989
1989 - 90#napoli - roma#3 - 1#serie a#18 february 1990
1990 - 91#napoli - roma#1 - 1#serie a#13 january 1991
1990 - 91#roma - napoli#1 - 1#serie a#19 may 1991
1991 - 92#roma - napoli#1 - 1#serie a#17 november 1991
1991 - 92#napoli - roma#3 - 2#serie a#5 april 1992
1992 - 93#napoli - roma#2 - 1#serie a#25 october 1992
1992 - 93#roma - napoli#1 - 1#serie a#21 march 1993
1993 - 94#roma - napoli#2 - 3#serie a#12 september 1993
1993 - 94#napoli - roma#1 - 1#serie a#30 january 1994
1994 - 95#roma - napoli#1 - 1#serie a#9 november 1994
1994 - 95#napoli - roma#0 - 0#serie a#9 april 1995
1995 - 96#napoli - roma#2 - 0#serie a#17 december 1995
1995 - 96#roma - napoli#4 - 1#serie a#21 april 1996
1996 - 97#roma - napoli#1 - 0#serie a#15 december 1996
1996 - 97#napoli - roma#1 - 0#serie a#11 may 1997
1997 - 98#roma - napoli#6 - 2#serie a#5 october 1997
1997 - 98#napoli - roma#2 - 0#serie a#22 february 1998
2000 - 01#roma - napoli#3 - 0#serie a#28 january 2001
2000 - 01#napoli - roma#2 - 2#serie a#10 june 2001
2007 - 08#roma - napoli#4 - 4#serie a#20 october 2007
2007 - 08#napoli - roma#0 - 2#serie a#9 march 2008
2008 - 09#roma - napoli#1 - 1#serie a#31 august 2008
2008 - 09#napoli - roma#0 - 3#serie a#25 january 2009
2009 - 10#roma - napoli#2 - 1#serie a#4 october 2009
2009 - 10#napoli - roma#2 - 2#serie a#28 february 2010
2010 - 11#napoli - roma#2 - 0#serie a#3 october 2010
2010 - 11#roma - napoli#0 - 2#serie a#12 february 2011
2011 - 12#napoli - roma#1 - 3#serie a#18 december 2011
2011 - 12#roma - napoli#2 - 2#serie a#28 april 2012
