region (year)#no. 1#no. 2#no. 3#no. 4#no. 5#no. 6#no. 7#no. 8#no. 9#no. 10
alabama (2009)#emma#madison#isabella#ava#anna#addison#olivia#chloe#abigail#emily
alaska (2009)#isabella#sophia#olivia#abigail#ava#emma#madison#chloe#emily#elizabeth
arizona (2009)#isabella#sophia#emma#mia#emily#olivia#madison#abigail#ava#samantha
arkansas (2009)#emma#madison#addison#isabella#ava#alexis#emily#abigail#olivia#chloe
california (2009)#isabella#sophia#emily#mia#samantha#natalie#emma#ashley#abigail#olivia
colorado (2009)#isabella#olivia#sophia#abigail#emma#ava#emily#addison#elizabeth#madison
connecticut (2009)#isabella#olivia#sophia#ava#emma#madison#abigail#mia#samantha#emily
delaware (2009)#isabella#olivia#sophia#abigail#ava#emma#madison#samantha#emily#elizabeth
district of columbia (2009)#allison#sophia#ashley#katherine#abigail#elizabeth#taylor#charlotte#zoe#anna
florida (2009)#isabella#sophia#emma#emily#olivia#madison#ava#mia#abigail#chloe
georgia (2009)#madison#isabella#emma#olivia#ava#abigail#emily#chloe#elizabeth#addison
hawaii (2009)#isabella#sophia#mia#ava#chloe#madison#olivia#taylor#emma#faith
idaho (2009)#olivia#emma#isabella#sophia#addison#abigail#elizabeth#emily#ava#madison
illinois (2009)#isabella#olivia#sophia#emma#emily#ava#abigail#mia#madison#ella
indiana (2009)#emma#olivia#isabella#ava#addison#sophia#abigail#madison#chloe#lillian
iowa (2009)#ava#olivia#emma#isabella#addison#ella#sophia#chloe#grace#natalie
kansas (2009)#emma#isabella#ava#olivia#abigail#addison#madison#sophia#chloe#emily
kentucky (2009)#emma#isabella#madison#olivia#abigail#alexis#addison#ava#chloe#emily
louisiana (2009)#ava#emma#isabella#madison#olivia#chloe#addison#abigail#emily#sophia
maine (2010)#emma#olivia#isabella#abigail#madison#ava#lily#chloe#sophia#addison
maryland (2009)#madison#olivia#ava#isabella#emma#sophia#abigail#chloe#emily#taylor
massachusetts (2009)#olivia#isabella#sophia#ava#emma#abigail#emily#grace#madison#mia
michigan (2009)#olivia#isabella#ava#emma#madison#sophia#abigail#chloe#addison#ella
minnesota (2009)#olivia#ava#emma#sophia#isabella#ella#grace#abigail#addison#chloe
mississippi (2009)#madison#emma#addison#ava#anna#isabella#chloe#olivia#makayla#alyssa
missouri (2009)#emma#olivia#isabella#ava#madison#sophia#abigail#chloe#addison#elizabeth
montana (2009)#emma#isabella#olivia#ava#madison#sophia#hailey#addison#taylor#chloe
nebraska (2009)#addison#isabella#ava#olivia#emma#sophia#ella#emily#grace#alexis
nevada (2009)#isabella#sophia#emma#olivia#emily#ava#madison#mia#abigail#samantha
new hampshire (2009)#olivia#isabella#ava#emma#abigail#alexis#madison#sophia#lily#emily
new jersey (2009)#isabella#olivia#sophia#ava#emily#mia#emma#madison#samantha#abigail
new mexico (2009)#isabella#olivia#mia#nevaeh#sophia#ava#emily#alyssa#madison#emma
new york (2009)#isabella#sophia#olivia#emma#emily#madison#ava#mia#abigail#sarah
north carolina (2009)#emma#madison#isabella#ava#abigail#olivia#emily#addison#chloe#sophia
north dakota (2009)#olivia#ava#emma#ella#isabella#chloe#taylor#abigail#lily#addison
ohio (2009)#isabella#emma#olivia#ava#madison#sophia#addison#abigail#chloe#ella
oklahoma (2009)#isabella#emma#addison#madison#abigail#chloe#olivia#emily#ava#alexis
oregon (2009)#emma#isabella#olivia#emily#sophia#madison#abigail#ava#elizabeth#chloe
pennsylvania (2009)#isabella#olivia#ava#emma#sophia#madison#emily#abigail#ella#grace
puerto rico (2009)#alondra#mia#valeria#kamila#camila#amanda#andrea#gabriela#adriana#alanis
rhode island (2009)#isabella#olivia#sophia#ava#emma#abigail#madison#mia#emily#gabriella
south carolina (2009)#emma#madison#isabella#olivia#abigail#ava#elizabeth#addison#emily#chloe
south dakota (2009)#emma#ava#isabella#sophia#alexis#elizabeth#addison#olivia#madison#brooklyn
tennessee (2009)#emma#madison#isabella#olivia#abigail#addison#ava#chloe#emily#elizabeth
texas (2009)#isabella#emily#mia#emma#sophia#abigail#madison#ava#natalie#olivia
utah (2009)#olivia#emma#abigail#brooklyn#lily#isabella#elizabeth#ava#sophia#chloe
vermont (2009)#emma#ava#isabella#madison#sophia#olivia#abigail#lily#addison#grace
virginia (2009)#isabella#madison#emma#olivia#abigail#sophia#ava#emily#elizabeth#chloe
washington (2009)#isabella#olivia#sophia#emma#abigail#emily#ava#elizabeth#chloe#madison
west virginia (2009)#madison#isabella#emma#alexis#emily#olivia#abigail#chloe#ava#kaylee
wisconsin (2009)#olivia#isabella#emma#ava#sophia#addison#ella#abigail#elizabeth#grace
wyoming (2008)#isabella#madison#ava#emma#alexis#elizabeth#addison#olivia#abigail#taylor
