date#visitor#score#home#attendance#record#points
december 3#detroit#1 - 2#pittsburgh#4116#7 - 10 - 5#19
december 6#pittsburgh#0 - 5#toronto#16449#7 - 11 - 5#19
december 7#toronto#2 - 3#pittsburgh#7310#8 - 11 - 5#21
december 10#pittsburgh#2 - 0#los angeles#5366#9 - 11 - 5#23
december 12#pittsburgh#1 - 4#oakland#4760#9 - 12 - 5#23
december 14#pittsburgh#1 - 2#boston#14831#9 - 13 - 5#23
december 17#montreal#5 - 2#pittsburgh#6381#9 - 14 - 5#23
december 20#boston#6 - 4#pittsburgh#7858#9 - 15 - 5#23
december 21#pittsburgh#0 - 4#philadelphia#12423#9 - 16 - 5#23
december 26#pittsburgh#3 - 2#ny rangers#17250#10 - 16 - 5#25
december 27#chicago#3 - 0#pittsburgh#8746#10 - 17 - 5#25
december 31#montreal#2 - 4#pittsburgh#5202#11 - 17 - 5#27
