place#player#country#score#to par
1#henry picard#united states#67#- 5
t2#gene sarazen#united states#68#- 4
t2#ray mangrum#united states#68#- 4
t2#willie goggin#united states#68#- 4
5#craig wood#united states#69#- 3
t6#olin dutra#united states#70#- 2
t6#jimmy hines#united states#70#- 2
t6#johnny revolta#united states#70#- 2
t6#paul runyan#united states#70#- 2
t10#tony manero#united states#71#- 1
t10#leo diegel#united states#71#- 1
t10#willie klein#united states#71#- 1
t10#mike turnesa#united states#71#- 1
