1st lbsc no#lbsc name#built#2nd lbsc no#1st sr no#2ns sr no#withdrawn
172#littlehampton#cannot handle non - empty timestamp argument! 1891#—#b172#2172#cannot handle non - empty timestamp argument! 1933
173#cottesloe#cannot handle non - empty timestamp argument! 1891#—#b173#—#cannot handle non - empty timestamp argument! 1926
174#fratton#cannot handle non - empty timestamp argument! 1890#—#b174#—#cannot handle non - empty timestamp argument! 1926
175#hayling#cannot handle non - empty timestamp argument! 1890#—#—#—#cannot handle non - empty timestamp argument! 1926
176#pevensey#cannot handle non - empty timestamp argument! 1890#—#b176#—#cannot handle non - empty timestamp argument! 1929
177#southsea#cannot handle non - empty timestamp argument! 1890#—#b177#—#cannot handle non - empty timestamp argument! 1926
178#leatherhead#cannot handle non - empty timestamp argument! 1890#—#—#—#cannot handle non - empty timestamp argument! 1912
179#sandown#cannot handle non - empty timestamp argument! 1890#—#b179#—#cannot handle non - empty timestamp argument! 1929
180#arundel#cannot handle non - empty timestamp argument! 1890#—#b180#—#cannot handle non - empty timestamp argument! 1925
181#croydon#cannot handle non - empty timestamp argument! 1890#—#b181#—#cannot handle non - empty timestamp argument! 1929
182#hastings#cannot handle non - empty timestamp argument! 1889#—#—#—#cannot handle non - empty timestamp argument! 1910
183#eastbourne#cannot handle non - empty timestamp argument! 1889#—#—#—#cannot handle non - empty timestamp argument! 1929
184#carew d gilbert#cannot handle non - empty timestamp argument! 1889#—#b184#—#cannot handle non - empty timestamp argument! 1930
185#george a wallis#cannot handle non - empty timestamp argument! 1889#—#—#—#cannot handle non - empty timestamp argument! 1923
186#de la warr#cannot handle non - empty timestamp argument! 1889#—#—#—#cannot handle non - empty timestamp argument! 1911
187#philip rose#cannot handle non - empty timestamp argument! 1889#—#b187#—#cannot handle non - empty timestamp argument! 1930
188#allen sarle#cannot handle non - empty timestamp argument! 1889#—#b188#—#cannot handle non - empty timestamp argument! 1925
189#edward blount#cannot handle non - empty timestamp argument! 1889#—#—#—#cannot handle non - empty timestamp argument! 1912
190#arthur otway#cannot handle non - empty timestamp argument! 1888#—#b190#—#cannot handle non - empty timestamp argument! 1930
191#gordon - lennox#cannot handle non - empty timestamp argument! 1888#—#b191#—#cannot handle non - empty timestamp argument! 1929
192#jacomb - hood#cannot handle non - empty timestamp argument! 1888#—#—#—#cannot handle non - empty timestamp argument! 1927
193#fremantle#cannot handle non - empty timestamp argument! 1888#—#b193#—#cannot handle non - empty timestamp argument! 1930
194#bickersteth#cannot handle non - empty timestamp argument! 1888#—#b194#2194#cannot handle non - empty timestamp argument! 1931
195#cardew#cannot handle non - empty timestamp argument! 1888#—#—#—#cannot handle non - empty timestamp argument! 1912
196#ralph l lopes#cannot handle non - empty timestamp argument! 1888#—#—#—#cannot handle non - empty timestamp argument! 1912
197#jonas levy#cannot handle non - empty timestamp argument! 1888#—#b197#2197#cannot handle non - empty timestamp argument! 1932
198#sheffield#cannot handle non - empty timestamp argument! 1887#—#b198#—#cannot handle non - empty timestamp argument! 1930
199#samuel laing#cannot handle non - empty timestamp argument! 1887#—#—#—#cannot handle non - empty timestamp argument! 1925
200#beresford#cannot handle non - empty timestamp argument! 1887#—#b200#—#cannot handle non - empty timestamp argument! 1929
214#gladstone#cannot handle non - empty timestamp argument! 1882#618#b214#—#cannot handle non - empty timestamp argument! 1927
215#salisbury#cannot handle non - empty timestamp argument! 1883#—#—#—#cannot handle non - empty timestamp argument! 1910
216#granville#cannot handle non - empty timestamp argument! 1883#—#—#—#cannot handle non - empty timestamp argument! 1911
217#northcote#cannot handle non - empty timestamp argument! 1883#620#—#—#cannot handle non - empty timestamp argument! 1927
218#beaconsfield#cannot handle non - empty timestamp argument! 1885#—#—#—#cannot handle non - empty timestamp argument! 1913
219#cleveland#cannot handle non - empty timestamp argument! 1885#619#b619#—#cannot handle non - empty timestamp argument! 1928
220#hampden#cannot handle non - empty timestamp argument! 1887#—#—#—#cannot handle non - empty timestamp argument! 1911
