date#opponent#score#loss#attendance#record
may 1#royals#8 - 2#lemanczyk (2 - 2)#34066#10 - 12
may 2#brewers#3 - 1#hargan (1 - 2)#17577#10 - 13
may 3#brewers#6 - 2#jefferson (0 - 2)#13148#10 - 14
may 4#brewers#10 - 3#slaton (1 - 2)#25699#11 - 14
may 5#brewers#9 - 8#castro (3 - 1)#12268#12 - 14
may 6#twins#7 - 2#lemanczyk (2 - 3)#26355#12 - 15
may 7#twins#4 - 1#hargan (1 - 3)#34091#12 - 16
may 8#twins#5 - 4#jefferson (0 - 3)#20902#12 - 17
may 9#mariners#10 - 4#thomas (1 - 4)#11680#13 - 17
may 10#mariners#9 - 3#montague (3 - 3)#13017#14 - 17
may 13#twins#4 - 3 (11)#willis (1 - 1)#9667#14 - 18
may 14#twins#13 - 3#singer (2 - 5)#10503#14 - 19
may 15#twins#5 - 3#garvin (5 - 1)#11401#14 - 20
may 17#brewers#3 - 1#haas (3 - 2)#6810#15 - 20
may 18#brewers#3 - 2 (10)#vuckovic (2 - 3)#7208#15 - 21
may 19#brewers#5 - 3#singer (2 - 6)#8469#15 - 22
may 20#rangers#4 - 3#blyleven (4 - 4)#21965#16 - 22
may 21#rangers#9 - 6#briles (2 - 1)#20351#17 - 22
may 22#rangers#7 - 4#lemanczyk (2 - 4)#21831#17 - 23
may 23#athletics#3 - 0#vuckovic (2 - 4)#27705#17 - 24
may 25#athletics#6 - 5 (10)#garvin (6 - 2)#36097#17 - 25
may 27#angels#4 - 1#johnson (1 - 2)#24779#17 - 26
may 28#angels#6 - 4#simpson (3 - 4)#30034#18 - 26
may 29#angels#3 - 2#lemanczyk (2 - 5)#30009#18 - 27
may 30#royals#4 - 1#garvin (6 - 3)#20002#18 - 28
