name#height#weight#spike#2008 club
nikola kovačević #m ()#kg (lb)#cm (in)#rpa perugia
dejan bojović #m ()#kg (lb)#cm (in)#gabeca montichiari
novica bjelica #m ()#kg (lb)#cm (in)#copra nordmeccanica
bojan janić #m ()#kg (lb)#cm (in)#marmi lanza verona
vlado petković #m ()#kg (lb)#cm (in)#budućnost podgorica
marko samardžić #m ()#kg (lb)#cm (in)#tours vb
nikola grbić #m ()#kg (lb)#cm (in)#trentino volley
miloš nikić #m ()#kg (lb)#cm (in)#sparkling milano
andrija gerić #m ()#kg (lb)#cm (in)#lube banca marche
ivan miljković #m ()#kg (lb)#cm (in)#m. roma volley
saša starović #m ()#kg (lb)#cm (in)#budućnost podgorica
marko podraščanin #m ()#kg (lb)#cm (in)#famigliulo corigliano
