date#visitor#score#home#attendance#record#points
march 2#detroit#4 - 7#pittsburgh#7670#20 - 35 - 9#49
march 4#minnesota#2 - 4#pittsburgh#10532#21 - 35 - 9#51
march 5#pittsburgh#3 - 6#detroit#14768#21 - 36 - 9#51
march 8#montreal#5 - 4#pittsburgh#9598#21 - 37 - 9#51
march 11#boston#4 - 6#pittsburgh#13050#22 - 37 - 9#53
march 12#pittsburgh#4 - 4#boston#14995#22 - 37 - 10#54
march 14#pittsburgh#7 - 4#vancouver#15570#23 - 37 - 10#56
march 18#pittsburgh#4 - 4#los angeles#7174#23 - 37 - 11#57
march 19#pittsburgh#3 - 3#california#5303#23 - 37 - 12#58
march 22#buffalo#4 - 3#pittsburgh#11216#23 - 38 - 12#58
march 25#minnesota#2 - 3#pittsburgh#12561#24 - 38 - 12#60
march 26#pittsburgh#2 - 2#buffalo#15360#24 - 38 - 13#61
march 29#california#4 - 5#pittsburgh#10209#25 - 38 - 13#63
