date#visitor#score#home#leading scorer#attendance#record
february 2#la clippers#98 - 84#cleveland#lebron james (28)#20562#26 - 20
february 5#boston#114 - 113#cleveland#lebron james (33)#20562#27 - 20
february 7#cleveland#77 - 92#houston#lebron james (32)#18402#27 - 21
february 8#cleveland#100 - 95#atlanta#lebron james (26)#19335#28 - 21
february 10#denver#83 - 113#cleveland#lebron james (30)#20562#28 - 22
february 11#cleveland#118 - 111#orlando#larry hughes (40)#17519#29 - 22
february 13#san antonio#105 - 112#cleveland#lebron james (39)#20562#29 - 23
february 19#houston#85 - 93#cleveland#lebron james (26)#20562#29 - 24
february 20#cleveland#106 - 97#indiana#lebron james (31)#13096#30 - 24
february 22#washington#90 - 89#cleveland#lebron james (33)#20562#31 - 24
february 24#memphis#109 - 89#cleveland#lebron james (25)#20562#32 - 24
february 26#cleveland#102 - 105#milwaukee#lebron james (35)#15346#32 - 25
february 27#cleveland#87 - 92#boston#lebron james (26)#18624#32 - 26
february 29#minnesota#92 - 84#cleveland#lebron james (30)#20562#33 - 26
