number#builder#type#date#works number
51#baldwin locomotive works#ds4 - 4 - 750#1949#74408
52#baldwin locomotive works#ds4 - 4 - 750#1949#74409
53#baldwin locomotive works#ds4 - 4 - 1000#1949#74193
54#baldwin locomotive works#s - 12#1952 / 1953#75823
55#baldwin locomotive works#rs - 12#1955#76024
56#baldwin locomotive works#rs - 12#1955#76105
57#baldwin locomotive works#s - 12#1953#75914
61#american locomotive works#rs - 11#1979#unknown
62#american locomotive works#rs - 11#1979#unknown
63#american locomotive works#rs - 11#1979#unknown
64#electro - motive diesel#gp9 m#1987#unknown
65#electro - motive diesel#gp9 m#1987#unknown
66#electro - motive diesel#gp9 m#1956#unknown
67#electro - motive diesel#gp9 m#6 / 1954#19554
m - 80#mack#railbus#1923#unknown
m - 100#edwards rail car company#motor car#1925#unknown
m - 200#ss&iw#motor car#1927#unknown
m - 300#american car and foundry company#motor car#1935#unknown
