name#height#weight#spike#2008 club
yessica paz #m ()#kg (lb)#cm (in)#aragua
génesis franchesco #m ()#kg (lb)#cm (in)#miranda
maria valero #m ()#kg (lb)#cm (in)#barinas
amarilis villar #m ()#kg (lb)#cm (in)#vargas
jayce andrade #m ()#kg (lb)#cm (in)#zulia
desiree glod #m ()#kg (lb)#cm (in)#miranda
gheraldine quijada #m ()#kg (lb)#cm (in)#d.c
shirley florian #m ()#kg (lb)#cm (in)#zulia
aleoscar blanco #m ()#kg (lb)#cm (in)#vargas
maría josé pérez #m ()#kg (lb)#cm (in)#llaneras de toa baja
roslandy acosta #m ()#kg (lb)#cm (in)#vargas
wendy romero #m ()#kg (lb)#cm (in)#cojedes
