year#road opened#road closed#freight carried s tonne#super b capacity reached#number of truck loads north
2000#january 29#april 3#111090#n / a#3703
2001#february 1#april 13#245586#~march 3#7981
2002#january 26#april 16#256915#february 22#7735
2003#february 1#april 2#198818#february 21#5243
2004#january 28#march 31#179144#february 23#5091
2005#january 26#april 5#252533#february 20#7607
2006#february 4#march 26#177674#not reached#6841
2007#january 27#april 9#330002#february 26#10922
2008#january 29#april 7#245585#february 15#7387
2009#february 1#march 25#173195#february 15#5377
2010#february 4#march 24#121000#tba#3506
2011#january 28#march 31#241000#february 17#6831
2012#february 1#march 28#210000#march 1#6545
