date#visitor#score#home#decision#attendance#record
february 2#ny islanders#1 - 4#montreal#dipietro#21273#24 - 23 - 6
february 5#anaheim#3 - 0#ny islanders#dipietro#9649#24 - 24 - 6
february 7#ny islanders#3 - 4#pittsburgh#dipietro#17075#24 - 25 - 6
february 9#ny islanders#3 - 4#minnesota#dipietro#18568#24 - 25 - 7
february 12#philadelphia#3 - 4#ny islanders#dipietro#11193#25 - 25 - 7
february 14#ny islanders#5 - 4#toronto#dipietro#19227#26 - 25 - 7
february 16#atlanta#1 - 4#ny islanders#dipietro#16234#27 - 25 - 7
february 18#san jose#2 - 3#ny islanders#dipietro#16234#28 - 25 - 7
february 20#ny islanders#3 - 2#washington#dipietro#17584#29 - 25 - 7
february 21#tampa bay#0 - 1#ny islanders#dipietro#12382#30 - 25 - 7
february 23#ny islanders#2 - 4#new jersey#dipietro#17625#30 - 26 - 7
february 26#pittsburgh#4 - 2#ny islanders#dipietro#11258#30 - 27 - 7
february 28#ny islanders#5 - 4#atlanta#dipietro#16332#31 - 27 - 7
