name#height#weight#spike#2008 club
natalya zhukova#m ()#kg (lb)#cm (in)#iller bankasi
tatyana pyurova#m ()#kg (lb)#cm (in)#zhetyssu
olga karpova#m ()#kg (lb)#cm (in)#rahat
yuliya kutsko#m ()#kg (lb)#cm (in)#rahat
olga nassedkina#m ()#kg (lb)#cm (in)#rahat
korrina ishimtseva#m ()#kg (lb)#cm (in)#rahat
xeniya ilyuchshenko#m ()#kg (lb)#cm (in)#iller bankasi
yelena ezau#m ()#kg (lb)#cm (in)#rahat
olga grushko#m ()#kg (lb)#cm (in)#marmaris
irina zaitseva#m ()#kg (lb)#cm (in)#rahat
yelena pavlova#m ()#kg (lb)#cm (in)#hisamitsu springs
inna matveyeva#m ()#kg (lb)#cm (in)#rahat
