name#pos#height#weight#2012 club
merrill moses #gk#m ()#kg (lb)#new york athletic club
peter varellas #d#m ()#kg (lb)#the olympic club
peter hudnut #cb#m ()#kg (lb)#los angeles wp club
jeff powers #cf#m ()#kg (lb)#newport wp foundation
adam wright #d#m ()#kg (lb)#new york athletic club
shea buckner #d#m ()#kg (lb)#new york athletic club
layne beaubien #d#m ()#kg (lb)#new york athletic club
tony azevedo #d#m ()#kg (lb)#new york athletic club
ryan bailey #cf#m ()#kg (lb)#newport wp foundation
tim hutten #cb#m ()#kg (lb)#newport wp foundation
jesse smith #cb#m ()#kg (lb)#new york athletic club
john mann #cf#m ()#kg (lb)#new york athletic club
chay lapin #gk#m ()#kg (lb)#long beach shore aquatics
