rank#title#studio#director#gross
1#back to the future#universal#robert zemeckis#$215000 , 000
2#rocky iv#united artists#sylvester stallone#$127873 , 716
3#rambo : first blood part ii#tri - star / carolco#george pan cosmatos#$150415 , 432
4#out of africa#universal#sydney pollack#$128499 , 205
5#the color purple#warner bros#steven spielberg#$98467 , 863
6#the jewel of the nile#20th century fox#lewis teague#$96773 , 200
7#cocoon#20th century fox#ron howard#$85313 , 124
8#witness#paramount#peter weir#$68706 , 993
9#police academy 2: their first assignment#warner bros. / ladd#jerry paris#$61600 , 000
10#the goonies#warner bros#richard donner#$61389 , 680
11#spies like us#warner bros#john landis#$60088 , 980
12#a view to a kill#united artists#john glen#$50300 , 000
13#fletch#universal#michael ritchie#$50600 , 000
14#national lampoon 's european vacation#warner bros#amy heckerling#$49364 , 621
15#mask#universal#peter bogdanovich#$48230 , 162
16#brewster 's millions#universal#walter hill#$45833 , 132
17#the breakfast club#universal#john hughes#$45000 , 000
18#white nights#columbia#taylor hackford#$42160 , 849
19#pale rider#warner bros#clint eastwood#$41410 , 568
20#pee - wee 's big adventure#warner bros#tim burton#$40940 , 662
