game#date#team#score#high points#high rebounds#high assists#location attendance#record
32#january 2#toronto#w 93 - 79 (ot)#paul pierce (30)#glen davis (11)#glen davis , rajon rondo (8)#air canada centre 19986#25 - 7
33#january 3#minnesota#w 96 - 93 (ot)#paul pierce (23)#paul pierce , von wafer (6)#rajon rondo (16)#td garden 18624#26 - 7
34#january 5#san antonio#w 105 - 103 (ot)#ray allen (31)#rajon rondo (10)#rajon rondo (22)#td garden 18624#27 - 7
35#january 7#toronto#w 122 - 102 (ot)#paul pierce (20)#luke harangody (11)#rajon rondo (7)#td garden 18624#28 - 7
36#january 8#chicago#l 79 - 90 (ot)#paul pierce (21)#rajon rondo (5)#rajon rondo (8)#united center 22663#28 - 8
37#january 10#houston#l 102 - 108 (ot)#ray allen , marquis daniels (19)#ray allen , marquis daniels (7)#rajon rondo (12)#td garden 18624#28 - 9
38#january 12#sacramento#w 119 - 95 (ot)#paul pierce (25)#semih erden (9)#rajon rondo (13)#td garden 18624#29 - 9
39#january 14#charlotte#w 99 - 94 (ot)#shaquille o'neal (23)#rajon rondo (6)#rajon rondo (13)#td garden 18624#30 - 9
40#january 17#orlando#w 109 - 106 (ot)#ray allen (26)#kevin garnett (8)#rajon rondo (13)#td garden 18624#31 - 9
41#january 19#detroit#w 86 - 82 (ot)#paul pierce (22)#shaquille o'neal (12)#rajon rondo (8)#td garden 18624#32 - 9
42#january 21#utah#w 110 - 86 (ot)#kevin garnett (21)#glen davis , semih erden (7)#rajon rondo (12)#td garden 18624#33 - 9
43#january 22#washington#l 83 - 85 (ot)#kevin garnett (17)#semih erden (11)#rajon rondo (9)#verizon center 20278#33 - 10
44#january 25#cleveland#w 112 - 95 (ot)#paul pierce (24)#semih erden (8)#rajon rondo (10)#td garden 18624#34 - 10
45#january 27#portland#w 88 - 78 (ot)#ray allen (18)#kevin garnett , kendrick perkins (9)#kevin garnett (9)#rose garden 20706#35 - 10
46#january 28#phoenix#l 71 - 88 (ot)#kevin garnett (18)#kevin garnett (9)#rajon rondo (6)#us airways center 18422#35 - 11
