rank#player#country#earned#earnings ( $ )
1#annika sörenstam#sweden#1993–2008#22573 , 192
2#karrie webb#australia#1995–2012#17402 , 218
3#lorena ochoa#mexico#2003–2010#14863 , 331
4#cristie kerr#united states#1997–2012#14368 , 457
5#juli inkster#united states#1983–2012#13442 , 946
6#se ri pak#south korea#1997–2012#11815 , 527
7#paula creamer#united states#2005–2012#9594 , 379
8#suzann pettersen#norway#2000–2012#9368 , 341
9#meg mallon#united states#1987–2010#9051 , 459
10#yani tseng#taiwan#2009–2012#8971 , 242
