name#status#population#district#former local authority
above derwent#civil parish#1207#allerdale#cockermouth rural district
aikton#civil parish#480#allerdale#wigton rural district
allhallows#civil parish#548#allerdale#wigton rural district
allonby#civil parish#462#allerdale#wigton rural district
aspatria#town#2718#allerdale#wigton rural district
bassenthwaite#civil parish#412#allerdale#cockermouth rural district
bewaldeth and snittlegarth#civil parish#40#allerdale#cockermouth rural district
blennerhasset and torpenhow#civil parish#437#allerdale#wigton rural district
blindbothel#civil parish#148#allerdale#cockermouth rural district
blindcrake#civil parish#287#allerdale#cockermouth rural district
boltons#civil parish#585#allerdale#wigton rural district
borrowdale#civil parish#438#allerdale#cockermouth rural district
bothel and threapland#civil parish#438#allerdale#cockermouth rural district
bowness#civil parish#1221#allerdale#wigton rural district
bridekirk#civil parish#636#allerdale#cockermouth rural district
brigham#civil parish#1065#allerdale#cockermouth rural district
bromfield#civil parish#530#allerdale#wigton rural district
broughton#community#1727#allerdale#cockermouth rural district
broughton moor#civil parish#726#allerdale#cockermouth rural district
buttermere#civil parish#127#allerdale#cockermouth rural district
caldbeck#civil parish#714#allerdale#wigton rural district
camerton#civil parish#172#allerdale#cockermouth rural district
cockermouth#town#7877#allerdale#cockermouth urban district
crosscanonby#civil parish#1054#allerdale#cockermouth rural district
dean#civil parish#1077#allerdale#cockermouth rural district
dearham#civil parish#2028#allerdale#cockermouth rural district
dundraw#civil parish#167#allerdale#wigton rural district
embleton#civil parish#297#allerdale#cockermouth rural district
gilcrux#civil parish#303#allerdale#cockermouth rural district
great clifton#civil parish#1101#allerdale#cockermouth rural district
greysouthen#civil parish#508#allerdale#cockermouth rural district
hayton and mealo#civil parish#229#allerdale#wigton rural district
holme abbey#civil parish#776#allerdale#wigton rural district
holme east waver#civil parish#306#allerdale#wigton rural district
holme low#civil parish#373#allerdale#wigton rural district
holme st cuthbert#civil parish#421#allerdale#wigton rural district
ireby and uldale#civil parish#428#allerdale#wigton rural district
keswick#town#4984#allerdale#keswick urban district
kirkbampton#civil parish#471#allerdale#wigton rural district
kirkbride#civil parish#519#allerdale#wigton rural district
little clifton#civil parish#391#allerdale#cockermouth rural district
lorton#civil parish#250#allerdale#cockermouth rural district
loweswater#civil parish#209#allerdale#cockermouth rural district
maryport#town#11275#allerdale#maryport urban district
oughterside and allerby#civil parish#626#allerdale#cockermouth rural district
papcastle#civil parish#406#allerdale#cockermouth rural district
plumbland#civil parish#367#allerdale#cockermouth rural district
seaton#civil parish#4861#allerdale#cockermouth rural district
sebergham#civil parish#361#allerdale#wigton rural district
setmurthy#civil parish#108#allerdale#cockermouth rural district
silloth on solway#town#2932#allerdale#wigton rural district
skinburness marsh#common lands#0#allerdale#wigton rural district
st john 's castlerigg and wythburn#civil parish#407#allerdale#cockermouth rural district
thursby#civil parish#1185#allerdale#wigton rural district
underskiddaw#civil parish#282#allerdale#cockermouth rural district
waverton#civil parish#326#allerdale#wigton rural district
westnewton#civil parish#247#allerdale#wigton rural district
westward#civil parish#814#allerdale#wigton rural district
wigton#town#5360#allerdale#wigton rural district
winscales#civil parish#186#allerdale#cockermouth rural district
woodside#civil parish#516#allerdale#wigton rural district
workington#town#24295#allerdale#workington municipal borough
wythop#civil parish#51#allerdale#cockermouth rural district
barrow in furness#unparished area#59181#barrow in furness#barrow in furness county borough
askam and ireleth#civil parish#3632#barrow in furness#dalton in furness urban district
dalton town with newton#town#8394#barrow in furness#dalton in furness urban district
lindal and marton#civil parish#773#barrow in furness#dalton in furness urban district
arthuret#civil parish#2434#carlisle#border rural district
askerton#civil parish#162#carlisle#border rural district
beaumont#civil parish#447#carlisle#border rural district
bewcastle#civil parish#411#carlisle#border rural district
brampton#civil parish#4361#carlisle#border rural district
burgh by sands#civil parish#1143#carlisle#border rural district
burtholme#civil parish#184#carlisle#border rural district
carlatton#civil parish#29#carlisle#border rural district
carlisle#unparished area#68735#carlisle#carlisle county borough
castle carrock#civil parish#309#carlisle#border rural district
cummersdale#civil parish#486#carlisle#border rural district
cumrew#civil parish#85#carlisle#border rural district
cumwhitton#civil parish#293#carlisle#border rural district
dalston#civil parish#2643#carlisle#border rural district
farlam#civil parish#590#carlisle#border rural district
hayton#civil parish#2180#carlisle#border rural district
hethersgill#civil parish#382#carlisle#border rural district
irthington#civil parish#712#carlisle#border rural district
kingmoor#civil parish#407#carlisle#border rural district
kingwater#civil parish#164#carlisle#border rural district
kirkandrews#civil parish#447#carlisle#border rural district
kirklinton middle#civil parish#369#carlisle#border rural district
