episode#original airdate#timeslot (approx)#viewers (millions)#nightly rank
1#18 may 2008#sunday 6:30 - 7:30 pm#1.351#5
2#25 may 2008#sunday 6:30 - 7:30 pm#1.481#4
3#1 june 2008#sunday 6:30 - 7:30 pm#1.514#4
4#8 june 2008#sunday 6:30 - 7:30 pm#1.364#4
5#15 june 2008#sunday 6:30 - 7:30 pm#1.515#3
6#22 june 2008#sunday 6:30 - 7:30 pm#1.506#4
7#29 june 2008#sunday 6:30 - 7:30 pm#1.512#4
8#6 july 2008#sunday 6:30 - 7:30 pm#1.578#2
9#13 july 2008#sunday 6:30 - 7:30 pm#1.680#2
10#20 july 2008#sunday 6:30 - 7:30 pm#1.432#3
11#27 july 2008#sunday 6:30 - 7:30 pm#1.547#4
12#31 august 2008#sunday 6:30 - 7:30 pm#1.462#4
13#7 september 2008#sunday 6:30 - 7:30 pm#1.349#4
14#10 november 2008#monday 7:30 - 9:00 pm#1.677#1
15#17 november 2008#monday 7:30 - 8:30 pm#1.324#4
