national team#club#season#apps#goals
brazil#flamengo#2000#1#0
brazil#flamengo#2001#0#0
brazil#internazionale#2001 - 2002#0#0
brazil#fiorentina#2001 - 2002#0#0
brazil#parma#2002 - 2003#5#3
brazil#parma#2003 - 2004#1#0
brazil#internazionale#2003 - 2004#6#7
brazil#internazionale#2004 - 2005#12#7
brazil#internazionale#2005 - 2006#11#8
brazil#internazionale#2006 - 2007#1#0
brazil#internazionale#2007 - 2008#0#0
brazil#são paulo#2008#4#0
brazil#internazionale#2008 - 2009#3#2
brazil#flamengo#2009#3#0
brazil#flamengo#2010#1#0
total#total#total#48#27
