expedition#crew#launch date#flight up#landing date#flight down#duration (days)
salyut 6 - eo - 1#yuri romanenko , georgi grechko#10 december 1977 01:18:40#soyuz 26#16 march 1978 11:18:47#soyuz 27#96.42
salyut 6 - ep - 1#vladimir dzhanibekov , oleg makarov#10 january 1978 12:26:00#soyuz 27#16 january 1978 11:24:58#soyuz 26#5.96
salyut 6 - ep - 2#aleksei gubarev , vladimír remek - czechoslovakia#2 march 1978 15:28:00#soyuz 28#10 march 1978 13:44:00#soyuz 28#7.93
salyut 6 - eo - 2#vladimir kovalyonok , aleksandr ivanchenkov#15 june 1978 20:16:45#soyuz 29#2 november 1978 11:04:17#soyuz 31#139.62
salyut 6 - ep - 3#pyotr klimuk , miroslaw hermaszewski - poland#27 june 1978 15:27:21#soyuz 30#5 july 1978 13:30:20#soyuz 30#7.92
salyut 6 - eo - 3#vladimir lyakhov , valery ryumin#25 february 1979 11:53:49#soyuz 32#19 august 1979 12:29:26#soyuz 34#175.02
salyut 6 - eo - 4#leonid popov , valery ryumin#9 april 1980 13:38:22#soyuz 35#11 october 1980 09:49:57#soyuz 37#184.84
salyut 6 - ep - 5#valery kubasov , bertalan farkas - hungary#26 may 1980 18:20:39#soyuz 36#3 june 1980 15:06:23#soyuz 35#7.87
salyut 6 - ep - 6#yuri malyshev , vladimir aksyonov#5 june 1980 14:19:30#soyuz t - 2#9 june 1980 12:39:00#soyuz t - 2#3.93
salyut 6 - ep - 7#viktor gorbatko , pham tuan - vietnam#23 july 1980 18:33:03#soyuz 37#31 july 1980 15:15:02#soyuz 36#7.86
salyut 6 - ep - 8#yuri romanenko , arnaldo tamayo méndez - cuba#18 september 1980 19:11:03#soyuz 38#26 september 1980 15:54:27#soyuz 38#7.86
salyut 6 - eo - 5#leonid kizim , oleg makarov gennady strekalov#27 november 1980 14:18:28#soyuz t - 3#10 december 1980 09:26:10#soyuz t - 3#12.80
salyut 6 - eo - 6#vladimir kovalyonok , viktor savinykh#12 march 1981 19:00:11#soyuz t - 4#26 may 1981 12:37:34#soyuz t - 4#74.73
