date#opponent#score#loss#attendance#record
july 1#expos#11 - 4#holtzman (10 - 3)#19858#50 - 28
july 2#expos#4 - 2#stoneman (4 - 11)#16101#51 - 28
july 3#expos#8 - 4#wegener (3 - 6)#12194#52 - 28
july 4#cardinals#3 - 1 10#gibson (10 - 6)#28177#53 - 28
july 5#cardinals#5 - 1#holtzman (10 - 4)#35767#53 - 29
july 6#cardinals#4 - 2#hands (9 - 7)#0#53 - 30
july 6#cardinals#6 - 3#nye (1 - 4)#48294#53 - 31
july 8#mets#4 - 3#jenkins (11 - 6)#37278#53 - 32
july 9#mets#4 - 0#holtzman (10 - 5)#50709#53 - 33
july 10#mets#6 - 2#gentry (8 - 7)#36012#54 - 33
july 11#phillies#7 - 5#abernathy (4 - 2)#24509#54 - 34
july 12#phillies#7 - 4#wise (6 - 7)#26732#55 - 34
july 13#phillies#6 - 0#fryman (8 - 6)#0#56 - 34
july 13#phillies#6 - 4#palmer (1 - 4)#34913#57 - 34
july 14#mets#1 - 0#seaver (14 - 4)#37473#58 - 34
july 15#mets#5 - 4#selma (9 - 4)#38608#58 - 35
july 16#mets#9 - 5#jenkins (12 - 7)#36795#58 - 36
july 18#phillies#9 - 5#wilson (2 - 3)#16751#59 - 36
july 19#phillies#5 - 3#hands (11 - 8)#4801#59 - 37
july 20#phillies#1 - 0#jackson (9 - 10)#0#60 - 37
july 20#phillies#6 - 1#champion (3 - 5)#12393#61 - 37
july 24#dodgers#5 - 3#sutton (12 - 10)#26476#62 - 37
july 25#dodgers#4 - 2#jenkins (13 - 8)#20844#62 - 38
july 26#dodgers#3 - 2 11#brewer (3 - 4)#29172#63 - 38
july 27#dodgers#6 - 2#jenkins (13 - 9)#30291#63 - 39
july 28#giants#4 - 3 10#marichal (13 - 6)#9439#64 - 39
july 29#giants#4 - 2#abernathy (4 - 3)#34008#64 - 40
july 30#giants#6 - 3#nye (2 - 5)#31642#64 - 41
july 31#giants#12 - 2#bolin (5 - 7)#24168#65 - 41
