date#opponent#score#loss#attendance#record
august 2#white sox#7 - 3#garland (15 - 5)#32162#54 - 51
august 3#white sox#4 - 3#hernández (8 - 4)#28116#55 - 51
august 4#white sox#5 - 4#speier (1 - 2)#32027#55 - 52
august 5#yankees#6 - 2#chacín (11 - 6)#43688#55 - 53
august 6#yankees#8 - 5#johnson (11 - 7)#48088#56 - 53
august 7#yankees#6 - 2#towers (8 - 9)#46114#56 - 54
august 8#tigers#9 - 8 (12)#schoeneweis (2 - 3)#20887#56 - 55
august 9#tigers#6 - 4#douglass (4 - 2)#21145#57 - 55
august 10#tigers#4 - 3#dingman (0 - 1)#24624#58 - 55
august 11#tigers#2 - 1#bonderman (13 - 9)#30578#59 - 55
august 12#orioles#12 - 0#cabrera (8 - 11)#29069#60 - 55
august 13#orioles#1 - 0#bush (2 - 6)#29445#60 - 56
august 14#orioles#7 - 6#byrdak (0 - 1)#30954#61 - 56
august 15#angels#5 - 4 (11)#walker (5 - 4)#38936#61 - 57
august 16#angels#4 - 3#rodríguez (2 - 3)#42468#62 - 57
august 17#angels#4 - 1#washburn (6 - 7)#43026#63 - 57
august 19#tigers#9 - 5#bush (2 - 7)#32769#63 - 58
august 20#tigers#3 - 2 (13)#batista (5 - 4)#38073#63 - 59
august 21#tigers#17 - 6#mcgowan (1 - 1)#36818#63 - 60
august 22#yankees#7 - 0#downs (1 - 3)#50162#63 - 61
august 23#yankees#5 - 4#batista (5 - 5)#50528#63 - 62
august 24#yankees#9 - 5#mussina (12 - 8)#54705#64 - 62
august 25#yankees#6 - 2#chacín (11 - 7)#54329#64 - 63
august 26#indians#9 - 3#mcgowan (1 - 2)#24649#64 - 64
august 27#indians#2 - 1#millwood (7 - 11)#27630#65 - 64
august 28#indians#4 - 1#towers (10 - 10)#31785#65 - 65
august 30#orioles#7 - 2#lópez (13 - 8)#25311#66 - 65
august 31#orioles#7 - 0#chacín (11 - 8)#24686#66 - 66
