date#opponent#score#loss#attendance#record
july 1#braves#4 - 0#reynoso (5 - 4)#45252#26 - 51
july 2#cubs#11 - 8#shepherd (1 - 3)#62037#26 - 52
july 3#cubs#5 - 4#myers (1 - 2)#63826#27 - 52
july 4#cubs#3 - 1#morgan (5 - 9)#59259#28 - 52
july 5#cubs#10 - 1#blair (3 - 6)#55185#28 - 53
july 6#marlins#8 - 3#hough (4 - 9)#47528#29 - 53
july 7#marlins#6 - 5#harvey (1 - 2)#50707#30 - 53
july 8#marlins#3 - 2#rapp (0 - 1)#56807#31 - 53
july 9#cardinals#5 - 4#smith (2 - 2)#41466#32 - 53
july 10#cardinals#9 - 3#henry (2 - 8)#53146#32 - 54
july 11#cardinals#4 - 1#tewksbury (9 - 7)#44105#33 - 54
july 15#cubs#1 - 0#blair (3 - 7)#38765#33 - 55
july 16#cubs#8 - 2#leskanic (1 - 2)#39281#33 - 56
july 17#cubs#5 - 1#reynoso (7 - 5)#39522#33 - 57
july 18#cubs#12 - 2#parrett (3 - 3)#39022#33 - 58
july 19#marlins#3 - 1#bottenfield (2 - 6)#37703#33 - 59
july 20#marlins#6 - 3#hammond (10 - 6)#31852#34 - 59
july 21#marlins#6 - 4#leskanic (1 - 3)#32129#34 - 60
july 22#cardinals#7 - 6#burns (0 - 5)#56013#35 - 60
july 23#cardinals#13 - 11#reed (5 - 3)#58513#35 - 61
july 24#cardinals#9 - 8#osborne (9 - 4)#71784#36 - 61
july 25#cardinals#5 - 4#wayne (2 - 3)#65211#36 - 62
july 26#braves#12 - 7#leskanic (1 - 4)#62937#36 - 63
july 27#braves#10 - 5#reynoso (7 - 6)#54550#36 - 64
july 28#braves#3 - 2#reed (5 - 4)#60237#36 - 65
july 30#giants#10 - 4#harris (10 - 10)#71710#36 - 66
july 31#giants#4 - 3#bottenfield (3 - 7)#72208#36 - 67
