name#position#period#appearances#goals#nationality square
grégory paisley#defender#1998 - 1999 , 2000 - 2001#23#1#france
fabrice pancrate#midfielder#2004 - 2009#131#14#france
ilija pantelić#goalkeeper#1974 - 1977#114#0#yugoslavia
marko pantelić#forward#1997 - 1998#4#0#serbia
cédric pardeilhan#midfielder#1995 - 1996#2#0#france
bernard pardo#midfielder#1991 - 1992#6#0#france
maxime partouche#midfielder#2007 - 2010#3#0#france
javier pastore#midfielder#2011 -#91#25#argentina
pauleta#forward#2003 - 2008#211#110#portugal
paulo césar#defender#2002 - 2003 , 2006 - 2007#67#6#brazil
stéphane pédron#midfielder#2003#17#2#france
christian perez#forward#1988 - 1992#139#26#france
stéphane persol#midfielder#1987 - 1988 , 1990 - 1991#2#0#france
pierre phelipon#defender#1970 - 1971#3#0#france
francis piasecki#midfielder#1975 - 1977#79#18#france
stéphane pichot#defender#2004 - 2006#59#0#france
josé - karl pierre - fanfan#defender#2003 - 2005#67#2#france
samuel piètre#forward#2006 - 2007#2#0#france
jean - marc pilorget#defender#1975 - 1987 , 1988 - 1989#435#17#france
laurent pimond#forward#1984 - 1986#2#1#france
jacky planchard#goalkeeper#1973 - 1975#23#0#france
mauricio pochettino#defender#2000 - 2003#95#6#argentina
alain polaniok#midfielder#1986 - 1987 , 1988 - 1989#54#2#france
albert poli#midfielder#1974 - 1975#37#2#italy
hervé porquet#forward#1977 - 1979#10#2#france
lionel potillon#defender#2001 - 2004#77#2#france
cyrille pouget#forward#1996 - 1997#22#4#france
fabrice poullain#midfielder#1985 - 1988#113#4#france
alain préfaci#midfielder#1981 - 1982 , 1983 - 1984#5#0#france
michel prost#forward#1970 - 1972#74#22#france
