rank#mountain peak#mountain range#elevation#prominence#isolation
1#mount rainier#cascade range#4393.293 = 14411feet 4392m#4027.439 = 13211feet 4027m#01175.46 = 730.4miles 1175.5km
2#mount adams#cascade range#3742.988 = 12277feet 3743m#2474.390 = 8116feet 2474m#00075.14 = 46.7miles 75.1km
3#mount baker#cascade range#3285.976 = 10778feet 3286m#2706.707 = 8878feet 2706m#00213.71 = 132.8miles 213.7km
4#glacier peak#cascade range#3213.720 = 10541feet 3286m#2292.378 = 7519feet 2292m#00090.18 = 56.0miles 90.2km
5#bonanza peak#cascade range#2899.695 = 9511feet 2899m#1131.402 = 3711feet 1131m#00023.04 = 14.4miles 23.2km
6#mount stuart#cascade range#2870.427 = 9415feet 2870m#1625.524 = 5335feet 1626m#00072.00 = 45.0miles 72.0km
7#mount fernow#cascade range#2819.817 = 9249feet 2819m#0857.012 = 2811feet 857m#00009.44 = 5.9miles 9.5km
8#goode mountain#cascade range#2804.878 = 9200feet 2810m#0857.012 = 3808feet 1161m#00027.20 = 17.0miles 27.2km
9#mount shuksan#cascade range#2782.622 = 9127feet 2782m#1340.549 = 4397feet 1340m#00016.64 = 10.4miles 16.7km
10#buckner mountain#cascade range#2778.659 = 9114feet 2778m#0925.000 = 3034feet 925m#00006.61 = 4.1miles 6.6km
11#jack mountain#cascade range#2764.024 = 9066feet 2763m#1276.220 = 4186feet 1276m#00026.00 = 16.3miles 26.0km
12#mount spickard#cascade range#2737.500 = 8979feet 2738m#1457.021 = 4779feet 1457m#00036.46 = 19.0miles 30.5km
13#black peak#cascade range#2734.756 = 8970feet 2734m#1051.829 = 3450feet 1051m#00008.16 = 5.1miles 8.2km
14#mount redoubt#cascade range#2730.488 = 8956feet 2730m#0502.744 = 1649feet 503m#00004.56 = 2.9miles 4.6km
15#north gardner mountain#cascade range#2730.488 = 8956feet 2730m#1218.293 = 3996feet 1218m#00043.68 = 27.3miles 43.7km
16#dome peak#cascade range#2719.512 = 8920feet 2719m#0926.829 = 3040feet 927m#00043.68 = 27.3miles 43.7km
17#silver star mountain#cascade range#2705.793 = 8875feet 2705m#0740.854 = 2430feet 742m#00007.10 = 4.4miles 7.1km
