name#height#weight#spike#2008 club
jelena nikolić #m ()#kg (lb)#cm (in)#takefuji bamboo
jovana brakočević #m ()#kg (lb)#cm (in)#spess volley conegliano
ivana đerisilo #m ()#kg (lb)#cm (in)#voléro zürich
nataša krsmanović #m ()#kg (lb)#cm (in)#voléro zürich
brižitka molnar #m ()#kg (lb)#cm (in)#metal galati
jovana vesović #m ()#kg (lb)#cm (in)#jedinstvo užice
maja ognjenović #m ()#kg (lb)#cm (in)#metal galati
vesna čitaković #m ()#kg (lb)#cm (in)#eczacıbaşı istanbul
maja simanić #m ()#kg (lb)#cm (in)#zok rijeka
sanja malagurski #m ()#kg (lb)#cm (in)#hit nova gorica
stefana veljković #m ()#kg (lb)#cm (in)#poštar 064 beograd
suzana ćebić #m ()#kg (lb)#cm (in)#jedinstvo užice
