date#visitor#score#home#leading scorer#attendance#record
11 / 2#golden state warriors#114 - 120#los angeles clippers#kelenna azubuike#19060#0 - 2
11 / 3#golden state warriors#110 - 113#utah jazz#al harrington#19911#0 - 3
11 / 6#cleveland cavaliers#104 - 108#golden state warriors#baron davis#19596#0 - 4
11 / 8#dallas mavericks#115 - 120#golden state warriors#baron davis#19596#0 - 5
11 / 14#detroit pistons#104 - 111#golden state warriors#baron davis#18923#0 - 6
11 / 16#los angeles clippers#122 - 105#golden state warriors#al harrington#19596#1 - 6
11 / 18#golden state warriors#106 - 100#toronto raptors#stephen jackson#19800#2 - 6
11 / 20#golden state warriors#108 - 82#new york knicks#baron davis#19763#3 - 6
11 / 21#golden state warriors#82 - 105#boston celtics#monta ellis#18624#3 - 7
11 / 23#golden state warriors#123 - 115#washington wizards#baron davis#20173#4 - 7
11 / 24#golden state warriors#100 - 98#philadelphia 76ers#monta ellis#13047#5 - 7
11 / 26#phoenix suns#129 - 114#golden state warriors#stephen jackson#19596#6 - 7
11 / 28#golden state warriors#103 - 96#sacramento kings#monta ellis#13652#7 - 7
11 / 29#houston rockets#113 - 94#golden state warriors#baron davis#19596#8 - 7
