date#opponent#score#loss#attendance#record
august 1#athletics#3 - 1 (10)#koch (5 - 2)#17469#55 - 53
august 2#athletics#5 - 4#guthrie (1 - 2)#26473#55 - 54
august 3#rangers#3 - 1#rogers (10 - 9)#24825#56 - 54
august 4#rangers#10 - 8#venafro (1 - 1)#23518#57 - 54
august 5#rangers#8 - 5#davis (4 - 3)#26143#58 - 54
august 6#rangers#11 - 6#escobar (7 - 12)#28780#58 - 55
august 7#royals#8 - 7#loaiza (6 - 8)#17533#58 - 56
august 8#royals#6 - 1#suzuki (5 - 7)#14086#59 - 56
august 9#royals#5 - 3#trachsel (6 - 11)#14198#59 - 57
august 10#royals#15 - 7#fussell (4 - 3)#18188#60 - 57
august 11#twins#9 - 4#escobar (7 - 13)#13360#60 - 58
august 12#twins#6 - 3#loaiza (6 - 9)#30161#60 - 59
august 13#twins#13 - 3#radke (8 - 13)#25656#61 - 59
august 15#angels#8 - 4#wells (17 - 5)#26706#61 - 60
august 16#angels#8 - 6#pote (1 - 1)#32497#62 - 60
august 18#twins#3 - 2#kinney (0 - 1)#23074#63 - 60
august 19#twins#5 - 1#guthrie (1 - 3)#25171#63 - 61
august 20#twins#6 - 3#carrasco (3 - 3)#32627#64 - 61
august 22#royals#7 - 5#santiago (6 - 4)#22551#65 - 61
august 23#royals#9 - 8#larkin (0 - 2)#22616#66 - 61
august 25#rangers#1 - 0 (11)#koch (6 - 3)#35365#66 - 62
august 26#rangers#9 - 3#sikorski (1 - 2)#39388#67 - 62
august 27#rangers#6 - 4#helling (14 - 9)#21896#68 - 62
august 28#angels#4 - 2#ortiz (4 - 5)#17483#69 - 62
august 29#angels#9 - 4#carpenter (9 - 11)#17773#69 - 63
august 30#angels#11 - 2#wise (3 - 2)#19653#70 - 63
