rank#athlete#nation#olympics#gold#silver#bronze#total (min. 2 medals)
1#frank wykoff#united states (usa)#1928 - 1936#3#0#0#3
2#loren murchison#united states (usa)#1920 - 1924#2#0#0#2
2#harrison dillard#united states (usa)#1948 - 1952#2#0#0#2
2#vladimir muravyov#soviet union (urs)#1980 - 1988#2#0#0#2
2#carl lewis#united states (usa)#1984 - 1992#2#0#0#2
2#usain bolt#jamaica (jam)#2008 - 2012#2#0#0#2
2#nesta carter#jamaica (jam)#2008 - 2012#2#0#0#2
2#michael frater#jamaica (jam)#2008 - 2012#2#0#0#2
9#michael marsh#united states (usa)#1992 - 1996#1#1#0#2
9#dennis mitchell#united states (usa)#1992 - 1996#1#1#0#2
9#jon drummond#united states (usa)#1996 - 2000#1#1#0#2
9#tim montgomery#united states (usa)#1996 - 2000#1#1#0#2
9#maurice greene#united states (usa)#2000 - 2004#1#1#0#2
14#aleksandr aksinin#soviet union (urs)#1976 - 1980#1#0#1#2
15#helmut körnig#germany (ger)#1928 - 1932#0#2#0#2
15#boris tokarev#soviet union (urs)#1952 - 1956#0#2#0#2
15#vladimir sukharev#soviet union (urs)#1952 - 1956#0#2#0#2
15#leonid bartenev#soviet union (urs)#1956 - 1960#0#2#0#2
15#yuriy konovalov#soviet union (urs)#1956 - 1960#0#2#0#2
15#justin gatlin#united states (usa)#2004 - 2012#0#2#0#2
15#darvis patton#united states (usa)#2004 - 2012#0#2#0#2
22#walter rangeley#great britain (gbr)#1924 - 1928#0#1#1#2
22#erich borchmeyer#germany (ger)#1932 - 196#0#1#1#2
22#juris silovs#soviet union (urs)#1972 - 1976#0#1#1#2
22#valeriy borzov#soviet union (urs)#1972 - 1976#0#1#1#2
22#edson ribeiro#brazil (bra)#1996 - 2000#0#1#1#2
22#andre da silva#brazil (bra)#1996 - 2000#0#1#1#2
22#emmanuel callender#trinidad and tobago (tri)#2008 - 2012#0#1#1#2
22#richard thomson#trinidad and tobago (tri)#2008 - 2012#0#1#1#2
22#marc burns#trinidad and tobago (tri)#2008 - 2012#0#1#1#2
22#keston bledman#trinidad and tobago (tri)#2008 - 2012#0#1#1#2
32#claude piquemal#france (fra)#1964 - 1968#0#0#2#2
