team#lost#last 5#streak#home#away#% pts#% won
south dragons#8#4 - 1#won 2#13 - 2#9 - 6#110.25#73.33
melbourne tigers#10#3 - 2#lost 1#11 - 4#9 - 6#106.47#66.67
new zealand breakers#12#2 - 3#won 2#10 - 5#8 - 7#106.08#60.00
perth wildcats#13#4 - 1#won 2#11 - 4#6 - 9#102.06#56.67
townsville crocodiles#13#4 - 1#lost 1#12 - 3#5 - 10#99.26#56.67
adelaide 36ers#15#3 - 2#lost 1#12 - 3#3 - 12#100.92#50.00
wollongong hawks#19#2 - 3#lost 1#9 - 6#2 - 13#95.03#36.67
sydney spirit#19#0 - 5#lost 8#9 - 6#2 - 13#94.51#36.67
cairns taipans#19#1 - 4#lost 3#5 - 10#6 - 9#93.57#36.67
gold coast blaze#22#3 - 2#won 3#6 - 9#2 - 13#93.45#26.67
